Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ADAM,Dorian,BIN,4,2,1,0,0,0,1,1,0.250,0.250,0.400,0.650,1,0,2,0,0,0,1,0
ADAM,Emeric,LIE,12,10,5,0,0,0,4,5,0.417,0.417,0.650,1.067,7,1,1,0,0,0,9,0
ADAMS,Liam,MOR,12,3,5,1,0,0,1,6,0.417,0.500,0.462,0.962,1,0,0,0,0,0,3,0
ANDRIES,Thibo,BOR,7,4,4,1,0,0,2,5,0.571,0.714,0.700,1.414,3,0,2,0,0,0,1,0
ANTOGNINI SILVA,Victor,AND,26,17,7,0,0,0,6,7,0.269,0.269,0.558,0.827,12,5,3,0,0,0,25,1
ASAKZAI,Awais,SER,29,16,16,6,2,0,18,26,0.552,0.897,0.667,1.564,12,0,9,0,1,0,11,2
AZZOLINA,Lorenzo,SER,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
BAIVERLIN,Cyril,LIE,2,1,0,0,0,0,1,0,0.000,0.000,0.500,0.500,2,0,1,0,0,0,0,0
BALTUS,Terry,LIE,7,3,4,2,0,0,6,6,0.571,0.857,0.727,1.584,4,0,0,0,0,0,2,0
BAR,Maxime,LIE,33,12,9,3,1,0,16,14,0.273,0.424,0.405,0.829,6,2,9,1,1,0,9,1
BARBIER,Ruben,MSG,23,10,8,2,1,0,9,12,0.348,0.522,0.516,1.038,8,0,4,0,0,0,5,0
BARIAUX,Ludovic,BRI,23,11,6,0,0,0,7,6,0.261,0.261,0.469,0.730,9,0,4,0,0,0,11,1
BARO,Yannick,LIE,3,3,1,1,0,0,1,2,0.333,0.667,0.600,1.267,2,0,0,0,0,0,6,0
BELLIN,Melchior,MSG,15,4,7,3,0,0,5,10,0.467,0.667,0.500,1.167,1,0,4,0,0,0,5,0
BERNARD,Daniel,BIN,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
BERNARD,Etienne,BIN,31,10,13,1,0,0,6,14,0.419,0.452,0.500,0.952,4,1,5,0,0,0,22,0
BILLOT,Alexandre,BIN,34,25,23,7,3,0,10,36,0.676,1.059,0.700,1.759,4,1,0,0,1,0,28,0
BODART,Mathéo,AND,38,20,16,1,0,0,4,17,0.421,0.447,0.607,1.054,17,1,9,0,0,0,28,0
BODART,Nathan,AND,38,18,9,2,1,0,4,13,0.237,0.342,0.453,0.795,11,4,13,0,0,0,26,1
BOERMANS,Jens,BOR,5,1,2,0,0,0,0,2,0.400,0.400,0.400,0.800,0,0,1,0,0,0,0,0
BOMBART,Bastien,BRI,1,1,0,0,0,0,0,0,0.000,0.000,0.750,0.750,3,0,0,0,0,0,1,0
BORCHARDT,Quinten,WBA,23,21,9,2,0,0,11,11,0.391,0.478,0.576,1.054,6,4,2,0,0,0,18,1
BORCHARDT,Seppe,WBA,22,15,8,2,1,1,10,15,0.364,0.682,0.531,1.213,7,2,5,0,1,0,14,0
BORCHARDT,Wannes,WBA,38,27,18,1,3,0,22,25,0.474,0.658,0.608,1.266,10,3,7,0,0,0,23,0
BRABANT,Cyril,TOU,21,6,8,4,0,1,10,15,0.381,0.714,0.480,1.194,3,1,4,0,0,0,7,0
CADEDDU,Matteo,BRI,0,2,0,0,0,0,0,0,0.000,0.000,1.000,1.000,2,0,0,0,0,0,2,0
CAMMERS,Antonin,BIN,13,8,5,2,0,0,4,7,0.385,0.538,0.600,1.138,6,1,0,0,0,0,11,0
CASIE,Natan,BOR,3,2,1,0,0,0,2,1,0.333,0.333,0.600,0.933,2,0,1,0,0,0,0,0
CHASSEUR,Quentin,LIE,38,17,18,3,1,0,17,23,0.474,0.605,0.571,1.176,8,2,7,0,1,0,14,1
CHATEL,Alexandre,MSG,33,26,13,2,0,0,13,15,0.394,0.455,0.655,1.110,19,6,9,0,0,1,15,1
CHAVEE,Loris,AND,29,17,10,0,0,0,5,10,0.345,0.345,0.596,0.941,16,2,5,0,0,0,13,1
CHRISTIAENS,Lison,LIE,35,20,11,2,0,0,11,13,0.314,0.371,0.586,0.957,21,2,11,0,0,0,19,1
CLAES,Jef,ZOT,9,1,4,1,0,0,1,5,0.444,0.556,0.444,1.000,0,0,0,1,0,0,0,0
