Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ABBATTISTA,Diana,SBO,16,1,1,0,0,1.000,0,0,0,,0,0
ABRUÑEDO,Ibone,CAM,7,29,27,1,1,0.966,0,0,0,,0,0
AGUILAR,Elisa,FEN,11,37,25,11,1,0.973,1,0,0,,0,0
ALBANGCO,Mary Flor,CAP,33,35,29,3,3,0.914,0,24,0,100.0,4,0
ALCAZAR,Carmen,ANT,12,3,2,1,0,1.000,0,1,0,100.0,0,0
ALCONCHEL,Cristina,RIV,21,2,2,0,0,1.000,0,0,0,,0,0
ALCÁNTARA,Alejandrina,RIV,26,2,2,0,0,1.000,0,0,0,,0,0
ALONSO,Beatriz,SBO,31,10,2,6,2,0.800,0,0,0,,0,0
ALVAREZ,Leire,VIL,23,58,45,8,5,0.914,2,31,0,100.0,4,0
AMAR,Susana,MIR,29,25,18,4,3,0.880,0,0,0,,0,0
AURE,Elisa,MIR,24,55,26,16,13,0.764,2,0,0,,0,0
AVILA,Paula,VIL,28,17,14,1,2,0.882,0,0,0,,0,0
BARANDIARAN,Ane,RIV,12,9,1,8,0,1.000,0,1,0,100.0,0,0
BARRERAS,Claudia,OBB,12,9,3,6,0,1.000,0,0,0,,0,0
BARRERAS,Lidia,OBB,18,13,4,8,1,0.923,2,0,0,,0,0
BELASTEGUI,Iris,ANT,5,14,4,8,2,0.857,0,0,0,,0,0
BENITO,Milena,ANT,1,8,8,0,0,1.000,0,1,0,100.0,0,0
BENITO,Paula,ANT,27,138,113,22,3,0.978,2,33,9,78.6,10,1
BERMEJO,Judith,VIL,4,7,7,0,0,1.000,0,0,0,,0,0
BERNAL,Rebecca,CAM,25,18,14,1,3,0.833,0,0,0,,0,0
BOLAÑOS,Sarai,CAP,23,6,4,1,1,0.833,0,0,0,,0,0
BONILLA,Natalia,ANT,15,48,14,27,6,0.872,1,0,0,,0,0
BRIZ,Claudia,ANT,14,45,40,3,2,0.956,3,0,0,,0,0
CABRERA,Martha,MIR,10,2,0,0,2,0.000,0,0,0,,0,0
CABRERA,Rebeca,DRI,50,56,30,21,5,0.911,1,5,0,100.0,0,0
CAICOYA,Carmen,RIV,43,38,10,23,5,0.868,1,0,0,,0,0
CAICOYA,Maria,RIV,36,9,8,0,1,0.889,0,0,0,,0,0
CALDERIN,Daniela,CAP,4,1,0,1,0,1.000,0,0,0,,0,0
CASTILLA,Amanda,BCN,22,18,12,5,1,0.944,1,0,0,,0,0
CERDA,Ari,SBO,13,5,3,1,1,0.800,1,0,0,,0,0
CHERECHES,Beatriz,DRI,23,6,0,5,1,0.833,0,0,0,,0,0
COLMENARES,Elizabeth,FEN,30,12,11,0,1,0.917,0,0,0,,0,0
CONEJO,Victoria,OBB,4,1,0,1,0,1.000,0,0,0,,0,0
CORIA,Laura,CAM,4,12,6,3,3,0.750,0,0,0,,0,0
CORTÉS,Noemí,CAM,29,115,69,32,14,0.878,1,22,5,81.5,2,0
CÓRDOBA,Claudia,DRI,16,26,24,2,0,1.000,2,10,1,90.9,6,0
DE LA CRUZ,Laura,BCN,22,36,27,7,2,0.944,2,6,1,85.7,0,0
DE LA PAZ,Verónica,ANT,29,36,27,4,5,0.861,3,4,0,100.0,0,0
DE TERRY,Victoria,CAP,30,38,28,2,8,0.789,0,0,0,,0,0
DEL PINO,Emma,VIL,37,92,82,8,2,0.978,4,0,0,,0,0
DEL PINO,María,VIL,17,12,8,1,3,0.750,0,0,0,,0,0
DENIA,Yulan,FEN,28,109,38,63,8,0.927,8,0,0,,0,0
DOMERO,Mariona,BCN,28,102,33,59,10,0.902,3,0,0,,0,0
DÍAZ,Tábata,RIV,34,36,10,24,2,0.944,2,0,0,,0,0
ECHEZARRETA,Ariane,OBB,3,2,1,1,0,1.000,0,0,0,,0,0
ERKIZIA,Amane,OBB,23,19,10,7,2,0.895,1,0,0,,0,0
ESCORIHUELA,Lucía,MIR,20,66,30,27,9,0.864,2,0,0,,0,0
ESPÍN,Ivette,ANT,23,67,60,5,2,0.970,1,1,0,100.0,0,0
ESTEVEZ SIGILLO,Genesi Isabel,BCN,3,5,2,0,3,0.400,0,0,0,,0,0
ETXEBERRÍA,Edurne,OBB,23,18,14,3,1,0.944,0,0,0,,0,0
ETXEBERRÍA,Igone,OBB,38,35,22,10,3,0.914,0,3,0,100.0,0,0
EXPÓSITO,Sara,CAM,2,1,0,1,0,1.000,0,0,0,,0,0
FARAGAU,Alexia,VIL,46,30,17,10,3,0.900,0,0,0,,0,0
FARO,Aroa,OBB,15,22,11,9,2,0.909,0,0,0,,0,0
FERNÁNDEZ,Carla,VIL,14,18,9,4,5,0.722,1,0,0,,0,0
