Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
Ferrera,Efren,SENAD,24,8,13,3,0,0,9,16,,,,,4,1,1,1,0,0,1,0
Leon,Jose,SENAD,24,12,13,3,0,1,15,19,,,,,3,0,1,1,1,0,6,1
Diaz,Yadir,LAS-V,23,8,12,2,0,0,11,14,,,,,3,0,0,0,2,0,2,0
Garcia,Elieser,FAMIL,22,8,11,4,1,1,10,20,,,,,6,1,1,1,1,0,1,0
Musett,Por,CARIB,28,6,13,2,2,1,8,22,,,,,2,0,3,0,0,0,1,0
Carrero,Osmar,CARAC,22,5,10,5,0,1,12,18,,,,,6,1,1,0,2,0,0,0
Leon,Isaac,LAS-V,22,11,10,3,0,0,8,13,,,,,5,1,1,1,2,0,0,0
Noriega,Ricardo,CARIB,26,9,11,4,0,2,9,21,,,,,4,1,0,1,0,1,0,0
Cruz,Leonardo,FAMIL,22,8,9,3,1,0,4,14,,,,,7,1,1,0,1,0,1,0
Marin,Erick,LAS-V,27,7,11,2,0,1,11,16,,,,,4,0,1,3,0,0,0,0
Querales,Andres,CARIB,27,7,11,1,2,1,16,19,,,,,2,0,0,2,1,0,0,0
Izaguirre,Leonardo,CARAC,26,6,10,2,1,2,12,20,,,,,2,2,6,0,0,0,0,0
Cruz,Cristhian,LAS-V,29,17,11,7,1,0,6,20,,,,,8,1,3,0,0,0,3,1
Rivera,Yhobell,CARAC,30,11,11,4,2,1,6,22,,,,,3,1,2,0,0,0,2,0
Diestro,Julio,CARAC,26,10,9,3,2,0,7,16,,,,,6,1,0,0,0,0,0,0
Castilla,Angel,CARIB,25,7,8,1,2,0,6,13,,,,,5,0,1,0,0,0,0,0
Cruz,Rafael,FAMIL,22,9,7,1,1,0,2,10,,,,,7,0,2,2,0,0,2,0
Cuevas,Franchesco,CARDE,22,10,7,1,0,0,2,8,,,,,5,0,2,0,0,0,0,1
Mendez,Adrian,CARIB,21,9,6,0,0,0,4,6,,,,,6,2,0,0,0,0,1,0
Torres,Modesto,LAS-V,25,5,6,2,0,1,5,11,,,,,2,1,0,0,0,0,0,0
Fernandez,Yoatner,LAS-V,19,8,3,1,0,0,2,4,,,,,7,3,0,1,0,0,1,1
Navarro,Nicolas,FAMIL,2,1,2,0,0,0,2,2,,,,,0,0,0,0,0,0,0,0
Vera,Julio,LAS-V,15,4,12,3,0,1,11,18,,,,,3,0,0,0,0,0,0,0
Ismel Herrera,Mario,CARDE,21,11,14,6,0,2,10,26,,,,,4,0,2,0,0,0,0,1
Benjamin Machin,J,SENAD,16,6,8,3,0,2,11,17,,,,,5,0,1,0,2,0,1,0
Isturiz,Guillermo,SENAD,14,3,7,2,0,0,7,9,,,,,3,1,2,0,0,0,0,0
Trias,Enrique,SENAD,8,4,4,1,1,1,4,10,,,,,1,0,0,0,1,0,1,0
Perez,Franklin,SENAD,2,0,1,0,0,0,0,1,,,,,1,0,0,0,0,0,0,1
Palacios,Harold,CARIB,15,7,7,1,0,2,6,14,,,,,2,3,1,0,0,0,0,0
Castilla,Miguel,CARIB,13,4,6,1,0,0,4,7,,,,,2,3,0,1,1,0,0,0
Mosquera,Orlando,SENAD,11,3,5,2,0,1,4,10,,,,,1,0,1,0,0,0,0,0
Carlos Macias,Juan,CARIB,11,6,5,0,0,0,1,5,,,,,2,2,1,0,0,0,0,0
Hurtado,Wilson,FAMIL,11,1,5,1,0,0,3,6,,,,,2,2,2,0,0,0,0,0
Serrano,Joel,CARAC,18,7,8,1,0,0,3,9,,,,,5,2,5,0,0,0,1,1
Santana,Richard,CARDE,18,6,8,1,0,0,8,9,,,,,2,3,0,0,0,1,0,0
Lugo,Erickson,FAMIL,9,4,4,1,0,0,3,5,,,,,5,0,2,0,0,0,0,0
Garces,Ivan,CARDE,21,8,9,3,1,0,7,14,,,,,1,1,1,0,0,0,0,0
Benavides,Yadier,LAS-V,7,3,3,1,0,0,2,4,,,,,0,1,1,0,0,0,0,1
Mujica,Oscar,FAMIL,12,4,5,2,1,0,4,9,,,,,3,0,0,0,0,0,0,0
Rodriguez,Alvaro,SENAD,17,10,7,2,1,1,6,14,,,,,5,0,0,1,1,0,0,0
Liendo,Alfredo,CARIB,15,6,6,0,0,0,1,6,,,,,3,1,1,0,0,1,2,0
Gonzalez,Miguel,LAS-V,5,2,2,0,0,0,1,2,,,,,2,0,0,0,0,0,1,0
Miguel Lopez,Jesus,SENAD,18,8,7,2,0,0,6,9,,,,,7,0,2,0,0,0,0,0
Ortiz,Carlos,SENAD,19,5,7,2,1,1,8,14,,,,,2,1,2,0,1,0,0,0
Herrera,Alain,SENAD,22,9,8,1,1,0,4,11,,,,,3,0,2,0,0,0,3,0
Gonzalez,Eduardo,CARDE,11,2,4,1,0,0,2,5,,,,,2,0,1,0,0,0,0,0
Rodriguez,Yuri,LAS-V,11,4,4,0,1,0,1,6,,,,,1,0,0,0,0,0,2,0
Morales,Oscar,SENAD,14,13,5,1,1,0,6,8,,,,,10,0,0,0,1,0,3,0
Acosta,Jose,LAS-V,14,3,5,0,1,0,7,7,,,,,2,1,0,0,1,0,1,1
Blanco,Alberto,CARIB,20,4,7,3,0,1,4,13,,,,,0,0,0,1,0,0,0,0
Lemos,Luis,CARAC,18,6,6,0,0,0,3,6,,,,,1,3,4,1,0,0,0,0
Mendez,Bryan,CARDE,18,5,6,2,0,0,5,8,,,,,5,0,0,0,0,0,1,0
Monsalve,Cristhian,SENAD,15,5,5,0,1,0,5,7,,,,,2,0,1,1,1,0,1,0
Ortega,Lazaro,CARAC,15,1,5,3,0,0,0,8,,,,,3,1,0,0,0,0,0,1
Senges,Jose,CARIB,15,1,5,1,0,0,1,6,,,,,3,0,1,0,0,0,0,0
Avariano,Franklin,CARIB,12,4,4,2,0,0,0,6,,,,,1,0,2,0,0,0,0,0
Casares,Jonathan,CARDE,9,1,3,0,0,0,0,3,,,,,0,0,1,0,0,0,0,0
Perez,Kelvin,CARDE,6,1,2,0,0,0,2,2,,,,,0,0,0,0,0,0,0,0
Marquez,Jilmer,CARDE,3,0,1,1,0,0,2,2,,,,,2,0,0,0,0,0,0,0
Rodriguez,Sergio,CARAC,3,0,1,1,0,0,1,2,,,,,1,1,0,0,0,0,0,0
Dura,Yans,CARAC,3,0,1,0,0,0,2,1,,,,,1,0,0,0,0,0,0,0
Nunez,Humberto,FAMIL,22,9,7,2,0,1,8,12,,,,,2,0,0,0,0,0,0,0
Bello,Jonathan,CARIB,22,6,7,1,2,0,8,12,,,,,1,0,4,0,2,1,1,0
Luis Martin,Jose,CARAC,19,4,6,2,0,0,2,8,,,,,3,4,4,0,0,0,1,0
Castillo,Marcos,LAS-V,13,5,4,0,0,0,2,4,,,,,4,1,2,0,1,0,0,0
Castro,Cristhofer,FAMIL,20,5,6,0,0,0,2,6,,,,,2,1,2,0,0,3,2,0
Pereira,Yuberth,FAMIL,17,6,5,0,0,0,5,5,,,,,4,0,1,1,2,0,1,1
Amaya,Manuel,SENAD,21,7,6,1,0,0,3,7,,,,,4,0,4,0,0,0,0,0
Vera,Guido,CARDE,7,3,2,0,0,1,3,5,,,,,1,0,0,0,0,0,0,0
Exposito,Roberto,FAMIL,18,2,5,1,2,0,5,10,,,,,3,0,0,1,0,0,0,1
Requena,Humberto,FAMIL,18,6,5,2,0,1,6,10,,,,,2,1,4,2,0,0,0,0
Rodriguez,Pedro,CARDE,22,7,6,5,0,0,9,11,,,,,2,0,1,0,0,0,1,0
Hernandez,Yoandri,CARAC,11,3,3,1,0,0,3,4,,,,,4,0,0,0,0,1,0,0
Escobar,Evar,CARDE,23,6,6,5,0,0,4,11,,,,,2,0,1,0,0,0,0,0
Diaz,Lisbany,CARDE,20,2,5,0,0,0,2,5,,,,,4,1,1,1,0,0,0,0
Andres Lopez,Jesus,SENAD,12,2,3,1,0,0,5,4,,,,,3,0,1,1,0,0,0,0
Aponte,Jordan,SENAD,12,3,3,2,0,0,1,5,,,,,5,0,0,0,0,0,0,0
Perez,Domingo,FAMIL,8,5,2,1,0,0,4,3,,,,,6,0,0,1,0,0,0,0
Rosas,Deivis,SENAD,4,1,1,1,0,0,0,2,,,,,1,0,0,0,0,0,0,0
Anaya,Gerardo,LAS-V,17,4,4,1,0,0,1,5,,,,,4,0,2,0,0,0,2,2
Santana,Juan,CARDE,17,4,4,2,0,0,5,6,,,,,5,0,1,0,1,2,2,0
Franco,Kelvin,CARAC,13,2,3,0,0,1,4,6,,,,,3,0,1,0,0,0,0,0
