Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
BARBONA,Alessandro,ACA,32,42,39,1,2,0.952,0,0,0,,0,0
BARBONA,Lorenzo,ACA,12,36,11,23,2,0.944,2,0,0,,0,0
BARO COELLO,Angel De Jesus,MAC,27,127,121,5,1,0.992,9,0,0,,0,0
BASSANI,Alex,BOL,15,7,1,5,1,0.857,0,2,0,100.0,0,0
BASSI,Marco,CRO,17,6,0,5,1,0.833,1,1,0,100.0,0,0
BATISTA DE JESUS,Nathanael Manoly,MAC,28,51,23,23,5,0.902,1,0,0,,0,0
BATTIONI,Tommaso,PAR,27,64,40,22,2,0.969,5,0,0,,0,0
BAZZANA,Davide,BRE,25,86,24,51,11,0.872,12,0,0,,0,0
BAZZARINI,Simone,RON,17,9,2,6,1,0.889,0,0,0,,0,0
BECATTINI,Manuele,LAN,29,191,163,22,6,0.969,3,15,11,57.7,1,0
BECCARI,Alessandro,RSM,10,2,0,1,1,0.500,0,0,0,,0,0
BELICCHI,Thomas,SAL,9,3,0,3,0,1.000,0,0,0,,0,0
BELISARIO PAISANO,Johan Josè,SEN,13,25,11,13,1,0.960,2,1,0,100.0,0,0
BELLAFIORE,Samuel,DRA,25,30,30,0,0,1.000,0,0,0,,0,0
BELLINAZZI,Luca,BOZ,31,104,42,51,11,0.894,7,0,0,,0,0
BELLINI,Emanuele,COL,9,8,6,1,1,0.875,0,3,0,100.0,0,0
BELLUCCI,Alessandro,ATL,14,64,56,6,2,0.969,1,22,2,91.7,0,0
BELNABE TORRES,Maicol Desmin,LAN,21,49,38,10,1,0.980,3,9,1,90.0,3,0
BELTRE CONCEPCION,Engel Manuel,NET,8,14,12,0,2,0.857,0,0,0,,0,0
BENETTI,Davide,COL,27,83,32,41,10,0.880,5,0,0,,0,0
BERARDI,Federico,RSM,9,8,7,1,0,1.000,0,0,0,,0,0
BERINI,Stefano,RON,31,246,229,14,3,0.988,18,0,0,,0,0
BERNARDI,Andrea,ROV,21,49,37,8,4,0.918,3,5,3,62.5,3,0
BERTAGNON,Riccardo,RIM,10,30,30,0,0,1.000,1,2,0,100.0,1,0
BERTOLDI,Nicholas,RON,14,22,17,5,0,1.000,1,0,0,,0,0
BERTOSSI,Riccardo,BOL,27,33,30,3,0,1.000,0,0,0,,0,0
BETTATI,Jacopo,OLT,33,154,140,11,3,0.981,10,0,0,,0,0
BETTI,Giuseppe,SEN,20,8,7,0,1,0.875,0,0,0,,0,0
BETTIOL,Fabio,DRA,32,84,16,56,12,0.857,4,0,0,,0,0
BIANCHI,Filippo,OLT,36,52,41,5,6,0.885,0,0,0,,0,0
BIEGEL,Bryan Josef,MAC,5,2,0,1,1,0.500,1,0,0,,0,0
BIEGEL,Bryan Josef,MIL,3,1,1,0,0,1.000,0,0,0,,0,0
BIFFOLI,Andrea,FIO,32,136,78,42,16,0.882,3,13,1,92.9,1,0
BIGLIARDI,Riccardo,CRO,19,9,2,7,0,1.000,0,0,1,0.0,0,0
BIONDI,Lapo,LAN,6,1,0,1,0,1.000,1,0,0,,0,0
BISASCHI,Francesco,CRO,33,181,169,9,3,0.983,9,0,0,,0,0
BISCONTRI,Niccolò Maria,JRG,28,177,163,11,3,0.983,0,27,6,81.8,2,0
BOCCHINO,Peter Serafino,NET,1,1,0,1,0,1.000,0,0,0,,0,0
BONACCORSO,Simone,RES,5,4,4,0,0,1.000,1,0,0,,0,0
BONEMEI,Davide,RIM,19,30,27,0,3,0.900,0,0,0,,0,0
BONI,Davide,CRO,11,14,10,2,2,0.857,0,5,1,83.3,3,0
BONI,Luigi,CRO,11,4,4,0,0,1.000,0,0,0,,0,0
BONIARDI,Simone,SEN,23,34,33,0,1,0.971,0,0,0,,0,0
BONILLA GARCIA,Ramon Antonio,BOZ,29,142,50,81,11,0.923,19,0,0,,0,0
BONILLA,Angel Joel,BOZ,15,13,3,10,0,1.000,0,0,0,,0,0
BONVINI,Francesco Maria,CRO,16,7,1,6,0,1.000,0,0,0,,0,0
BORGHI,Gilberto,LON,30,192,186,4,2,0.990,12,0,0,,0,0
BORTOLAMAI,Giovanni,PAR,9,4,0,4,0,1.000,0,0,0,,0,0
BORTOLOTTI,Luca,LON,15,19,5,12,2,0.895,0,1,0,100.0,0,0
BOSCAROL,Giacomo,CER,32,189,77,98,14,0.926,19,0,0,,0,0
BOSCHI,Alessandro,COL,12,24,15,7,2,0.917,3,0,0,,0,0
BOTTA,Alessandro,RES,1,4,3,1,0,1.000,0,0,0,,0,0
BOTTA,Diego Maria,RES,27,152,139,10,3,0.980,9,0,0,,0,0
BOZA CORREA,Carlos Richard,SET,32,153,61,79,13,0.915,19,0,0,,0,0
BRADASCHIA,Francesco,CER,3,4,4,0,0,1.000,0,0,0,,0,0
BRAVO ESCALONA,Jhoan Antonio,BOZ,29,66,20,44,2,0.970,6,0,0,,0,0
BREZZO,Paolo Ampeglio,GOD,15,1,0,1,0,1.000,0,0,0,,0,0
BROLO,Murilo,BOL,14,4,1,3,0,1.000,0,0,0,,0,0
BRUNATI,Michele,DRA,26,58,55,1,2,0.966,2,3,0,100.0,0,0
BRUNO,Samuele,MON,5,34,32,1,1,0.971,0,4,1,80.0,1,0
BRUNO,Samuele,ACA,17,24,21,3,0,1.000,0,0,0,,0,0
BRUSAFERRO,Nicolò,ROV,3,1,1,0,0,1.000,0,0,0,,0,0
BUCCHI,Mattia,GOD,15,50,23,24,3,0.940,9,0,0,,0,0
BUENO SILVA,Malcolm,BRE,2,1,1,0,0,1.000,0,0,0,,0,0
BUIN,Enrico,ROV,34,76,36,38,2,0.974,9,0,0,,0,0
BULFONE,Leonardo,JRG,16,4,1,3,0,1.000,0,1,0,100.0,0,0
BURATO,Fabio,VER,14,20,18,1,1,0.950,0,0,0,,0,0
CAIFFA,Tommaso,CER,2,1,0,1,0,1.000,0,0,0,,0,0
CALASSO,Simone,COL,30,120,72,39,9,0.925,10,0,0,,0,0
CALERO GAMEZ,Angel Gustavo,MOD,18,9,1,8,0,1.000,1,0,0,,0,0
CALISI,Alessandro,ACA,26,131,55,65,11,0.916,11,0,0,,0,0
CALISI,Micaele Sandro,ACA,23,54,15,34,5,0.907,3,0,0,,0,0
CALVO DIAZ,Urbano Alejandro,MIL,9,8,4,3,1,0.875,0,0,0,,0,0
CALVO,Federico,SET,10,8,3,4,1,0.875,0,0,0,,0,0
CALVO,Giorgio,SET,35,97,32,59,6,0.938,4,0,0,,0,0
CAMBARAU,Simone,CAG,9,34,12,18,4,0.882,1,0,0,,0,0
CAMILO NUNEZ,Darlin Nicolas,RON,16,11,4,7,0,1.000,0,0,0,,0,0
CAMPAGNA,Andrea,ACA,17,4,2,1,1,0.750,0,1,0,100.0,0,0
CAMPANELLA,Lorenzo,LON,24,16,13,3,0,1.000,1,0,0,,0,0
CAMPANELLA,Lorenzo,BOL,2,1,0,1,0,1.000,0,0,0,,0,0
CAMPAZZI,Simone,MOD,36,67,59,7,1,0.985,3,0,0,,0,0
CAMPOS CARNOTA,Josè Vicente,PAR,13,10,3,6,1,0.900,1,0,0,,0,0
CANDOTTO,Davide,CER,2,10,10,0,0,1.000,1,0,0,,0,0
CANINI,Alberto,RIM,28,40,34,4,2,0.950,2,0,0,,0,0
CANNATA,Gianmarco,OLT,26,51,27,22,2,0.961,8,0,0,,0,0
CANTELLI,Alessandro,LON,14,6,1,5,0,1.000,1,0,1,0.0,0,0
CANUTI,Tomas,LON,33,141,32,100,9,0.936,15,0,0,,0,0
CANUTI,Tomas,BOL,4,3,0,3,0,1.000,1,0,0,,0,0
CAPELLANO,Andrea,MIL,29,148,68,74,6,0.959,16,0,0,,0,0
CAPELLANO,Luca,OLT,18,23,4,15,4,0.826,0,0,0,,0,0
CAPELLI,Lorenzo,ATL,13,107,103,2,2,0.981,8,0,0,,0,0
CARIMA,Emanuele,OLT,1,1,0,1,0,1.000,0,0,0,,0,0
CARLETTI,Matteo,MON,35,91,45,41,5,0.945,7,0,1,0.0,0,0
CARLETTI,Michele,MON,27,14,9,4,1,0.929,0,2,0,100.0,0,0
CARPANA,Marco,COL,3,3,1,1,1,0.667,0,0,0,,0,0
CARRERA LOPEZ,Jesus Daniel,TOR,30,176,171,5,0,1.000,11,0,0,,0,0
CARRILLO BRICENO,Francisco Javier,MIL,13,18,4,13,1,0.944,0,1,1,50.0,0,0
CASADIO,Antonio,GOD,3,6,6,0,0,1.000,0,0,0,,0,0
CASALINI,Gabriele,COL,5,1,0,0,1,0.000,0,0,0,,0,0
CASANOVA,Edoardo,ATL,4,2,2,0,0,1.000,0,0,0,,0,0
CASAROTTO,Marzio,BOZ,16,3,1,1,1,0.667,1,0,0,,0,0
CASCIELLO,Alberto Maria,TOR,16,49,20,27,2,0.959,5,0,0,,0,0
CASSINI,Duccio,FIO,1,2,1,1,0,1.000,0,0,0,,0,0
CASTAGNA,Alberto,VER,28,200,184,12,4,0.980,8,0,0,,0,0
CASTRO,Josè,BRE,6,2,0,2,0,1.000,0,0,0,,0,0
CATALANO,Samuele,TOR,20,120,107,12,1,0.992,0,9,5,64.3,3,0
CATELLANI,Sebastiano,OLT,28,21,20,0,1,0.952,0,0,0,,0,0
CAVALLARI,Francesco,ATL,21,24,24,0,0,1.000,0,0,0,,0,0
CAVALLARO,Andrea,RES,23,33,27,4,2,0.939,1,0,0,,0,0
CECCAROLI,Riccardo,OLT,13,5,0,5,0,1.000,0,0,0,,0,0
CELLI,Federico,RSM,26,26,24,0,2,0.923,0,0,0,,0,0
CENTENO GUITERREZ,Henry Jesus Ysaih,RSM,8,7,1,5,1,0.857,0,0,0,,0,0
CEPERO AMORES,Yan Carlos,CAG,12,42,24,16,2,0.952,7,0,0,,0,0
CEPPARI,Leonardo,MON,24,103,91,6,6,0.942,3,6,2,75.0,0,0
CERETTI,Marcello Bruno,CER,5,6,5,0,1,0.833,0,0,0,,0,0
CESPEDES FERNANDEZ,Miguel,OLT,45,104,38,55,11,0.894,5,2,1,66.7,2,0
CHACON DE ANTONIS,Jesus,TOR,24,35,27,6,2,0.943,3,0,0,,0,0
CHELLI,Gabriele,JRG,29,59,57,1,1,0.983,1,0,0,,0,0
CHIAROVANO,Leonardo,SET,12,1,1,0,0,1.000,0,0,0,,0,0
CHIESA,Filippo,SAL,19,30,21,6,3,0.900,0,0,0,,0,0
CIALLI,Francesco,FIO,29,121,48,60,13,0.893,12,0,0,,0,0
CIANCI,Enrico,RIM,23,80,24,49,7,0.913,13,0,0,,0,0
CIANCI,Giulio,RIM,20,41,20,17,4,0.902,0,0,0,,0,0
CIFALINÒ,Thomas,RIM,22,57,15,37,5,0.912,6,0,0,,0,0
CIRILLO,Riccardo,SET,32,244,227,12,5,0.980,8,15,4,78.9,6,0
CIRILLO,Stefano,SET,20,9,6,2,1,0.889,0,0,0,,0,0
CIRUCCI,Jose Gabriel,CER,31,293,247,35,11,0.962,1,46,10,82.1,9,2
COFFRINI,Luca,COL,23,41,26,13,2,0.951,2,0,0,,0,0
COLALUCCI,Matteo,ACA,23,46,26,17,3,0.935,2,0,0,,0,0
COLASANTE,Moises Vicente,LAN,35,23,8,14,1,0.957,0,0,1,0.0,0,0
COLETTI,Matteo,BRE,14,3,3,0,0,1.000,0,1,0,100.0,0,0
COLLADO,Jordano,CER,33,244,229,11,4,0.984,17,0,0,,0,0
COLON MINAYA,Angel,MIL,3,3,2,1,0,1.000,0,0,0,,0,0
COMPAGNONI,Luca,BRE,7,4,1,3,0,1.000,0,0,0,,0,0
CONSIGLIO,Corrado,RES,11,3,2,1,0,1.000,0,0,0,,0,0
CONTU,Andrea,CAG,4,2,1,1,0,1.000,0,0,0,,0,0
CONTU,Marco,CAG,24,22,17,2,3,0.864,0,0,0,,0,0
COPPOLA,Claudio,MIL,2,1,0,0,1,0.000,0,1,0,100.0,0,0
COPPOLINO,Giuseppe,SET,4,2,2,0,0,1.000,0,0,0,,0,0
CORBINO,Enzo Alfredo,MOD,31,145,123,19,3,0.979,1,17,6,73.9,2,0
CORRADIN,Michael,ATL,22,14,12,2,0,1.000,1,7,1,87.5,2,0
CORRADO,Alessio,MOD,27,64,58,3,3,0.953,5,0,0,,0,0
CORSINI,Andrea,SAL,26,102,77,20,5,0.951,7,0,0,,0,0
COSTA,Simone,TOR,3,3,2,1,0,1.000,0,0,0,,0,0
COVATI,Matteo,CRO,30,113,77,34,2,0.982,1,8,3,72.7,1,0
COZZOLINO,Federico,JRG,15,12,2,10,0,1.000,2,0,1,0.0,0,0
CREPALDI,Enrico,ROV,16,15,2,11,2,0.867,1,0,3,0.0,0,0
CREPALDI,Filippo,BOL,15,2,2,0,0,1.000,0,0,0,,0,0
CRISTIANO,Andrea,SEN,6,4,1,3,0,1.000,0,0,0,,0,0
CUCEK,Rok,RON,12,3,1,1,1,0.667,0,0,0,,0,0
CUESTA LINDSAY,José Pablo,CAG,26,64,28,30,6,0.906,5,0,0,,0,0
CUPRI,Lorenzo,SAL,20,65,26,34,5,0.923,6,0,0,,0,0
D'ANGELO,Alessandro,DRA,23,23,19,2,2,0.913,0,0,0,,0,0
D'ANGELO,Francesco,DRA,18,6,1,4,1,0.833,1,0,0,,0,0
D'AURIA,Lorenzo,ACA,27,81,30,45,6,0.926,10,0,0,,0,0
D'IGNOTI,Giuseppe,RES,9,3,1,1,1,0.667,0,0,0,,0,0
D'ORIANO,Gioele,CER,27,71,17,44,10,0.859,4,0,0,,0,0
DA RE,Giulio,RON,24,148,129,19,0,1.000,2,14,4,77.8,4,0
DA SILVA,Tiago Felipe,RSM,2,5,1,4,0,1.000,0,0,0,,0,0
DADDI,Filippo,OLT,34,53,50,1,2,0.962,1,0,0,,0,0
DALLA SILVESTRA,Matteo,CER,18,16,12,3,1,0.938,1,0,2,0.0,0,0
DALLATANA,Federico,CRO,18,8,1,7,0,1.000,0,0,0,,0,0
DALLATURCA,Lorenzo,COL,14,4,0,3,1,0.750,0,1,0,100.0,0,0
DANIELI,Matteo,CRO,8,6,2,4,0,1.000,0,0,0,,0,0
DARAIO,Rocco,SAL,29,37,37,0,0,1.000,0,0,0,,0,0
DAVENPORT,Nicholas,ACA,29,98,86,10,2,0.980,1,4,1,80.0,1,0
DE ANGELIS,Manuel,ACA,4,11,9,2,0,1.000,0,0,0,,0,0
DE BONI,Christian,BOZ,11,30,22,7,1,0.967,0,4,3,57.1,0,0
DE BONI,Filippo,VER,19,177,163,11,3,0.983,0,14,4,77.8,3,0
DE LA ROSA RAMIREZ,Elio Rodolfo,MIL,25,145,114,23,8,0.945,12,0,0,,0,0
DE LA ROSA,Erick Alexander,DRA,19,14,4,10,0,1.000,1,0,1,0.0,0,0
DE MARCHI,Lorenzo,ROV,14,6,0,4,2,0.667,0,0,0,,0,0
DE MARIA,Maurizio,TOR,28,2,0,1,1,0.500,0,0,0,,0,0
DE SIMONE,Samuele,MON,25,149,129,16,4,0.973,2,19,8,70.4,7,0
DEGL'INNOCENTI,Giacomo,LAN,18,11,3,8,0,1.000,1,0,0,,0,0
DEL PRIORE,Fabio,ATL,28,108,51,51,6,0.944,6,0,0,,0,0
DELGADO CASTANEDA,Livan Francisco,CAG,32,124,101,14,9,0.927,5,4,1,80.0,0,0
DELLA NAVE,Ettore,FIO,28,62,52,9,1,0.984,5,0,0,,0,0
DELMONTE,Tommaso,CRO,20,44,43,1,0,1.000,0,0,0,,0,0
DENTONI,Federico,CRO,31,35,32,2,1,0.971,1,0,0,,0,0
DEOTTO,Alessandro,COL,32,290,280,8,2,0.993,0,20,4,83.3,1,2
DESIMONI,Stefano,PAR,23,12,12,0,0,1.000,0,0,0,,0,0
DI FABIO,Lorenzo,RSM,24,19,12,7,0,1.000,1,0,0,,0,0
DI GIACOMO,Alessandro,RIM,16,18,4,10,4,0.778,1,1,0,100.0,0,0
DI RAFFAELE,Lorenzo,RSM,12,4,1,3,0,1.000,0,0,0,,0,0
DI RAFFAELE,Luca,RSM,12,4,2,1,1,0.750,0,0,0,,0,0
DI TURI DE FRENZA,Giovanni,MAC,28,225,207,17,1,0.996,6,6,3,66.7,12,0
DIAZ DIAZ,Marcos Antonio,LAN,32,133,56,67,10,0.925,15,0,0,,0,0
DIAZ LEZAMA,Jose Alexander,OLT,17,27,5,20,2,0.926,2,2,0,100.0,0,0
DIAZ,Denzel,CER,8,2,1,0,1,0.500,0,0,0,,0,0
DINI,Davide,ACA,16,12,2,8,2,0.833,1,2,0,100.0,0,0
DIVINA,Ruben,BOZ,19,4,0,3,1,0.750,0,0,0,,0,0
DOBBOLETTA,Lorenzo,BOL,22,24,21,3,0,1.000,0,0,0,,0,0
DOTTORI,Jacopo,BOZ,27,128,120,4,4,0.969,4,28,0,100.0,6,0
DRENI,Julian,BOL,23,76,20,49,7,0.908,6,0,0,,0,0
DRENI,Julian,LON,4,20,7,13,0,1.000,2,0,0,,0,0
DUPRÈ,Marco,DRA,30,106,46,58,2,0.981,14,0,0,,0,0
EBAU,Gabriele,CAG,17,45,42,2,1,0.978,2,0,0,,0,0
EGBUGWO,Timothy Uchechukwu,CER,5,1,1,0,0,1.000,0,0,0,,0,0
EPIFANO DURAN,Erick Alessandro,RSM,28,91,20,62,9,0.901,11,0,0,,0,0
ERITALE,Alessio,BOZ,31,41,35,3,3,0.927,1,0,0,,0,0
ERRICO,Mirko,ATL,36,106,28,67,11,0.896,4,0,0,,0,0
ES-SOUFI,Akram,FIO,32,165,65,76,24,0.855,14,0,0,,0,0
EVANGELISTA,Digno,GOD,14,108,98,9,1,0.991,0,11,1,91.7,1,0
EXPOSITO GOTERA,Ernesto David,DRA,31,294,266,21,7,0.976,5,48,9,84.2,7,0
FABIANI,Diego,COL,14,14,1,11,2,0.857,1,0,2,0.0,0,0
FALLACARA,Enrico,RON,24,18,15,1,2,0.889,1,0,0,,0,0
FALLICA,Alfio,RES,30,44,39,1,4,0.909,1,0,0,,0,0
FALZI,Nicola,VER,19,5,5,0,0,1.000,0,0,0,,0,0
FANDINO HIDALGO,Javier Jose,BRE,13,24,2,18,4,0.833,0,0,0,,0,0
FASANO,Sean,FIO,6,27,25,1,1,0.963,3,0,0,,0,0
FAVA,Jacopo,CRO,20,184,166,16,2,0.989,1,27,8,77.1,2,0
FAVA,Rodrigo Marcello,OLT,17,4,1,3,0,1.000,0,1,1,50.0,0,0
FAZIO BAFFO,Andrea,MOD,24,77,73,1,3,0.961,6,0,0,,0,0
FEDERICI,Timothy,BRE,2,2,2,0,0,1.000,0,0,0,,0,0
FELIZ CASTILLO,Rodolfo,MON,1,4,3,0,1,0.750,0,0,0,,0,0
FERINI,Andrea,LON,24,29,28,0,1,0.966,0,0,0,,0,0
FERRARI,Alessandro Francesco,OLT,22,20,17,0,3,0.850,0,0,0,,0,0
FERRARI,Mirko,ROV,21,16,13,2,1,0.938,0,0,0,,0,0
FERRETTI,Filippo,SAL,2,3,2,0,1,0.667,0,0,0,,0,0
FERRETTI,Riccardo,JRG,30,140,43,89,8,0.943,17,0,0,,0,0
FERRI,Jacopo,LON,26,97,27,57,13,0.866,1,0,0,,0,0
FERRINI COLMENAREZ,Jose Leonardo,RSM,27,97,71,24,2,0.979,8,0,0,,0,0
FILIPPINI,Giuseppe,RIM,26,38,35,1,2,0.947,0,0,0,,0,0
FIORENTINI,Alessandro,JRG,21,61,20,40,1,0.984,11,0,0,,0,0
FLISI,Riccardo,COL,23,30,27,2,1,0.967,1,0,0,,0,0
FOCCHI,Amedeo,RIM,22,4,4,0,0,1.000,0,0,0,,0,0
FOCCHI,Riccardo,GOD,10,4,0,2,2,0.500,0,0,0,,0,0
FOLLI,Stefano,OLT,2,2,2,0,0,1.000,0,0,0,,1,0
FONTANA,Leonardo,SAL,28,64,20,40,4,0.938,4,0,0,,0,0
FRAGIACOMO,Jan,BOZ,34,229,211,13,5,0.978,20,0,1,0.0,0,0
FRANCINI,Daniel,FIO,10,6,2,2,2,0.667,0,0,0,,0,0
FRANCO,Matteo,SEN,26,102,41,58,3,0.971,10,0,0,,0,0
FRASCHETTI,Luca,MIL,29,118,100,15,3,0.975,0,21,3,87.5,1,0
FRAULINI,Giacomo,MIL,16,25,21,2,2,0.920,1,0,0,,0,0
FRIGATO,Alessandro,ROV,29,58,54,2,2,0.966,4,0,0,,0,0
FURLAN,Daniele,RON,32,62,57,2,3,0.952,0,0,0,,0,0
FURLANI,Luca,RON,32,143,49,82,12,0.916,15,0,0,,0,0
FURLANI,Marco,RON,27,53,49,3,1,0.981,1,0,0,,0,0
GABRIELLI,Andrea,RIM,31,136,128,4,4,0.971,0,26,1,96.3,7,0
GABRIELLI,Luca,RIM,20,31,10,16,5,0.839,0,0,0,,0,0
GAIARDONI,Christian,BOZ,23,30,28,0,2,0.933,0,0,0,,0,0
GAIGA,Luca,BOZ,23,160,138,18,4,0.975,1,16,8,66.7,2,1
GALEOTTI,Matteo,GOD,13,14,1,9,4,0.714,2,0,0,,0,0
GALLI,Samuele,GOD,30,203,195,7,1,0.995,16,0,0,,0,0
GAMBERINI,Samuele,LON,22,206,189,9,8,0.961,6,17,3,85.0,5,2
GAMBERINI,Samuele,BOL,7,30,29,1,0,1.000,0,0,0,,0,0
GARAVITO MIGUEL,Ernesto Manuel,BOZ,18,11,5,6,0,1.000,1,0,0,,0,0
GARBELLA,Giovanni,RSM,27,35,31,3,1,0.971,1,0,0,,0,0
GARBELLA,Nicola,RSM,25,10,2,8,0,1.000,1,0,0,,0,0
GARCIA ALMONTE,Anthony Gregory,CER,30,73,45,24,4,0.945,5,0,0,,0,0
GARCIA DEL TORO,Eddy Abel,RES,16,7,3,4,0,1.000,0,0,0,,0,0
GARCIA SALAZAR,Yuskiel,RES,30,111,65,39,7,0.937,7,0,0,,0,0
GARRIDO HEREDIA,David Alberto,MIL,4,31,28,2,1,0.968,3,0,0,,0,0
GASTALDI,Marco,CRO,3,11,8,3,0,1.000,0,5,3,62.5,1,0
GELLI,Erik,GOD,21,53,22,30,1,0.981,5,0,0,,0,0
GENTILI,Riccardo,JRG,21,59,19,35,5,0.915,5,0,0,,0,0
GERALI,Guido,CRO,24,84,80,2,2,0.976,8,0,0,,0,0
GERALI,Matteo,CRO,2,1,1,0,0,1.000,0,0,0,,0,0
GERI,Simone,LAN,27,42,34,5,3,0.929,1,0,0,,0,0
GHEBREIGZIABIHER,Samuele,LON,16,11,1,10,0,1.000,1,3,1,75.0,0,0
GHERGOLET,Marco,RON,27,44,17,23,4,0.909,4,0,0,,0,0
GHIANI,Lorenzo,CAG,12,45,40,3,2,0.956,3,10,2,83.3,5,0
GHIDONI,Michele,SAL,22,100,35,49,16,0.840,6,0,0,,0,0
GHIDONI,Tommaso,SAL,32,60,58,0,2,0.967,0,0,0,,0,0
GIACOMINI,Tommaso,MAC,15,15,6,9,0,1.000,1,0,0,,0,0
GIANNETTI,Stefano,OLT,34,139,103,32,4,0.971,7,0,0,,0,0
GIAROLA,Tommaso,TOR,26,88,30,54,4,0.955,6,0,0,,0,0
GINANNESCHI,Niccolò,JRG,21,4,4,0,0,1.000,0,0,0,,0,0
GIORDANI,Federico,NET,20,24,24,0,0,1.000,0,0,0,,0,0
GIORGI,Francesco,ATL,17,10,0,10,0,1.000,0,0,4,0.0,0,0
GIOVANNINI,Lucio,RIM,22,71,33,37,1,0.986,7,0,0,,0,0
