Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
SAKANASHI,Hiroyuki,VW,0,0,0.00,2,0,0,0,0,6.2,4,0,0,1,4,1,0,0,23,0.174,1,0,0,0,1,9,7
SANSARYS,Erick,BB,0,1,5.93,8,0,1,0,0,13.2,18,12,9,10,6,4,0,1,54,0.333,6,4,0,1,1,11,19
SCHADLER,Nicholas,VM,0,0,7.59,12,0,3,0,0,21.1,35,22,18,6,14,5,1,1,97,0.361,1,4,0,2,0,29,19
SCHAFFER,Jakob,GH,0,0,2.89,5,0,0,0,0,9.1,8,15,3,14,8,2,1,0,41,0.195,3,1,0,1,0,9,11
SCHEICHER,Klaus,DD,0,0,3.86,2,1,0,0,0,4.2,7,5,2,5,4,1,0,0,21,0.333,0,0,0,0,0,6,4
SCHEICHER,Moritz,DD,3,2,3.12,12,0,2,0,0,26.0,26,11,9,7,24,3,0,0,104,0.250,3,4,0,0,0,27,24
SCHILLER,Alexander,GH,0,1,41.73,3,1,0,0,0,3.2,9,19,17,6,2,2,0,1,20,0.450,4,6,0,0,0,4,5
SCHNEIDER,Michael,VW,1,0,6.52,5,0,1,0,0,9.2,14,12,7,2,2,4,0,1,44,0.318,0,1,0,1,0,9,18
SCHÜTZ,Lukas,BB,3,2,7.65,9,4,0,0,0,40.0,62,45,34,29,20,13,1,4,180,0.344,2,8,0,3,0,43,48
SIMONSEN,Jakob,VM,4,0,4.50,12,4,1,0,0,42.0,51,27,21,9,24,8,1,7,169,0.302,0,4,0,2,2,45,47
SMYTH,Kyle,BB,2,6,4.02,12,10,0,0,0,65.0,59,47,29,40,90,6,1,0,248,0.238,13,5,0,5,2,63,34
SOUTHEE,Lochlan,DOI,1,1,2.31,4,4,0,0,0,11.2,8,4,3,3,13,2,0,0,42,0.190,1,0,0,1,1,11,11
SQUIRES,Christopher,DOI,3,1,1.69,9,0,0,0,0,21.1,17,6,4,8,32,4,0,1,78,0.218,4,2,0,0,1,11,17
STEPHAN,Felix,BB,0,4,15.59,9,7,0,0,0,32.1,56,58,56,35,14,8,1,9,143,0.392,4,6,4,1,4,39,37
SUCHAROWSKI,Stefan,DD,0,1,13.50,4,0,0,0,0,5.1,11,9,8,8,8,2,0,1,26,0.423,1,1,0,0,0,2,4
THAU,Angelo,VW,3,2,4.86,14,0,3,0,0,50.0,65,34,27,16,18,10,1,7,209,0.311,7,8,1,2,3,65,61
THEINER,Marcel,DOI,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,2,0,0,0,3,0.000,0,0,0,0,0,0,1
TONGUE,David,GH,4,7,4.80,12,12,0,5,0,90.0,105,60,48,25,104,13,5,2,366,0.287,12,12,0,3,3,89,61
TRIMMEL,Markus,GH,1,6,13.94,11,8,0,0,0,41.1,54,78,64,46,34,8,1,5,174,0.310,32,11,4,4,0,38,43
USUI,Shotaro,DOI,2,4,5.26,13,10,1,0,0,65.0,52,44,38,47,73,8,2,3,238,0.218,21,11,1,3,2,56,57
VAN DIJCK,Rick,DD,7,3,3.20,15,15,0,1,0,95.2,89,42,34,24,67,16,1,6,366,0.243,9,1,2,3,2,87,114
WALENTA,Daniel,VW,4,4,4.13,10,10,0,1,1,56.2,49,35,26,35,28,9,1,3,214,0.229,3,8,0,4,1,57,70
WERNER,Tobias,GH,1,0,0.00,2,0,0,0,0,2.0,0,0,0,3,4,0,0,0,6,0.000,0,0,0,0,0,1,1
WIDEMSCHEK,Moritz,HB,1,1,6.86,5,3,1,0,0,19.2,25,18,15,18,15,5,0,1,86,0.291,2,6,1,0,0,17,24
WINDER,Marcel,HB,1,1,10.66,8,0,0,0,0,12.2,23,16,15,6,5,9,0,0,59,0.390,2,5,0,1,0,11,20
YONEZAWA,Koki,DD,1,0,0.00,5,0,1,0,0,7.1,4,0,0,5,6,0,0,0,24,0.167,0,0,1,0,0,9,4
ZIMMERMANN,Jonas,HB,1,4,8.12,11,5,1,0,0,37.2,52,41,34,22,24,9,0,6,159,0.327,1,17,1,4,0,28,54
ZOUFAL,Alessandro,DD,2,0,14.46,6,0,0,0,0,9.1,10,16,15,22,10,1,0,0,32,0.313,5,4,0,1,1,7,6
