Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
Eshuis,Dylan,ORANG,1,0,,2,2,0,0,0,9.2,4,0,0,2,19,0,0,0,33,,0,0,0,,,,
Spieb,Fabian,GERMA,1,0,,2,0,0,0,0,4.0,4,0,0,2,3,1,0,0,15,,1,0,0,,,,
Iorio,Alberto,NETRO,0,0,,1,0,0,0,0,3.0,1,0,0,3,3,0,0,0,10,,0,1,0,,,,
Stockhaus,Pepe,GERMA,0,0,,1,1,0,0,0,3.0,4,3,0,0,3,1,0,0,14,,0,2,1,,,,
Vogler,Nicolar,GERMA,0,0,,2,0,1,0,0,2.2,1,0,0,1,2,0,0,0,8,,1,0,0,,,,
Skopek,David,GREEN,0,0,,1,0,0,0,0,5.0,1,2,1,6,11,0,0,0,16,,3,2,0,,,,
Benelli,Omar,NETRO,1,0,,1,0,0,0,0,4.2,2,1,1,4,10,0,0,0,16,,2,0,0,,,,
Van Holy,Vince,GREY,1,0,,1,1,0,0,0,4.0,1,1,1,9,8,1,0,0,10,,0,0,0,,,,
Nardo,Andrea,NETRO,1,0,,1,1,0,0,0,4.0,1,3,1,3,4,0,0,0,14,,1,0,0,,,,
Solano,Josuel,SPAIN,0,0,,1,0,0,0,0,4.0,6,2,1,1,3,1,0,0,17,,3,0,0,,,,
Moonen,Perry,ORANG,0,0,,2,1,0,0,0,7.1,4,8,2,5,8,2,0,0,27,,1,3,0,,,,
Goll,Leander,AQUA,0,0,,1,1,0,0,0,3.0,2,1,1,2,4,0,0,1,11,,1,0,0,,,,
Widmann,Jona,GERMA,0,0,,1,1,0,0,0,3.0,2,1,1,3,5,1,0,0,11,,2,0,0,,,,
Miguel Luis,Luis,PURPL,0,0,,1,1,0,0,0,3.0,2,1,1,2,2,0,0,0,10,,1,1,0,,,,
Kottig,Lukas,BLACK,0,0,,2,1,0,0,0,5.2,3,5,2,5,7,2,0,0,19,,1,2,0,,,,
Gonzalez,Dayan,GREY,0,1,,1,1,0,0,0,5.0,4,5,2,3,2,1,0,0,17,,2,1,3,,,,
Astner,Moritz,AQUA,0,1,,2,1,0,0,0,6.2,3,6,3,7,11,0,1,0,24,,0,1,0,,,,
Sabatini,Filippo,NETRO,1,0,,1,1,0,0,0,4.0,5,2,2,0,5,1,1,0,17,,1,1,0,,,,
Mautone,Matteo,NETRO,0,0,,2,1,0,0,0,3.2,5,3,2,7,3,0,0,0,17,,0,0,0,,,,
Collazo,Jesus,PURPL,0,0,,1,1,0,0,0,3.1,4,2,2,2,5,1,0,0,13,,1,0,0,,,,
Albert,Mathias,ORANG,0,1,,2,1,0,0,0,6.0,5,4,4,5,9,1,0,0,21,,1,3,0,,,,
Keuper,Finn,GERMA,1,0,,1,0,0,0,0,3.0,3,2,2,2,4,1,0,0,11,,1,0,0,,,,
Fajardo,Jassielth,PURPL,0,1,,1,0,0,0,0,3.0,2,4,2,3,1,1,0,0,10,,1,2,1,,,,
Goiti,Atilio,AQUA,1,0,,2,1,0,0,0,5.0,5,5,5,5,10,2,0,1,22,,2,0,0,,,,
Castillo,Alejandro,GREY,0,0,,1,1,0,0,0,4.0,3,4,4,4,1,1,0,0,13,,0,0,0,,,,
Oijen,Gustav,BLACK,1,1,,2,1,0,0,0,3.2,6,5,4,4,4,2,1,0,18,,1,0,0,,,,
Boris,Filip,GREEN,0,1,,2,1,0,0,0,4.0,4,7,5,4,4,2,0,1,19,,1,0,0,,,,
Balaz,Jakub,GREEN,0,0,,2,0,0,0,0,4.0,6,8,5,3,1,1,0,1,16,,3,1,0,,,,
Suarez,Marti,SPAIN,0,0,,1,1,0,0,0,3.0,1,0,0,0,6,0,0,0,11,,0,1,0,,,,
Harpham,Ben,BLACK,0,0,,1,0,0,0,0,3.0,1,0,0,0,5,0,0,0,10,,1,1,0,,,,
Arevalo,Vincent,BLACK,0,0,,1,1,0,0,0,3.0,0,0,0,1,3,0,0,0,9,,0,1,0,,,,
Figueroa,Samuel,GREY,0,1,,1,0,0,0,0,2.0,2,1,0,2,1,1,0,0,9,,1,0,0,,,,
Orozco,Fabian,SPAIN,1,0,,2,0,0,0,0,2.0,2,2,0,0,4,0,0,0,9,,0,0,0,,,,
Caballero,Kaiet,SPAIN,0,0,,2,0,0,0,0,2.0,0,0,0,1,3,0,0,0,5,,0,0,0,,,,
Ramazan,Anuar,PURPL,1,0,,1,0,0,0,0,2.0,1,0,0,1,3,0,0,0,7,,1,0,0,,,,
Marin,Carlos,GREY,0,0,,1,0,0,0,0,2.0,0,0,0,2,3,0,0,0,5,,0,1,0,,,,
Vrana,Roman,GREEN,0,0,,1,0,0,0,0,2.0,1,0,0,2,3,1,0,0,7,,0,0,0,,,,
Demic,Maksim,PURPL,1,0,,1,0,0,0,0,1.2,0,1,0,1,0,0,0,0,5,,0,0,0,,,,
Romero,Luciano,PURPL,0,0,,1,0,0,0,0,1.2,0,0,0,1,2,0,0,0,5,,0,0,0,,,,
Patric,Louis,PURPL,0,0,,1,0,0,0,0,1.2,1,0,0,1,3,0,0,0,6,,0,0,0,,,,
Gustafson,Erik,NETRO,0,0,,1,0,0,0,0,1.2,0,0,0,0,5,0,0,0,5,,0,0,0,,,,
Torres,Carlos,PURPL,0,0,,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,3,,0,0,0,,,,
Tosun,Sinan,ORANG,1,0,,1,0,0,0,0,1.0,0,1,0,1,2,0,0,0,3,,0,1,0,,,,
Weijgertze,Bram,GREY,0,0,,1,0,0,0,0,1.0,1,4,0,3,1,0,0,0,5,,0,0,0,,,,
Ter Beest,Ruben,ORANG,0,0,,1,0,0,0,0,0.2,1,0,0,0,1,1,0,0,3,,0,0,0,,,,
Willem,Lorenzo,ORANG,0,0,,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,,0,0,0,,,,
Fagerlund,Emil,BLACK,1,0,,1,0,0,0,0,3.0,2,2,1,1,3,0,0,0,12,,0,0,0,,,,
Fermin,Kenny,BLACK,0,0,,2,0,1,0,0,2.2,2,1,1,2,3,1,0,0,10,,3,1,0,,,,
Colombo,Gabriele,PURPL,0,0,,1,1,0,0,0,2.1,1,2,1,4,2,0,0,0,7,,0,0,0,,,,
Morales,Alex,SPAIN,0,1,,1,1,0,0,0,3.0,1,2,2,4,4,0,0,0,9,,2,0,0,,,,
Lindt,Simeon,BLACK,0,1,,1,1,0,0,0,3.0,2,3,2,5,6,0,0,0,11,,4,1,0,,,,
Pacheco,Angel,SPAIN,0,1,,1,0,0,0,0,3.0,3,4,3,2,3,2,0,0,12,,0,1,0,,,,
Carr,Matthew,AQUA,0,0,,1,0,0,0,0,2.0,0,2,2,5,3,0,0,0,4,,3,1,0,,,,
Bullmann,Matthias,GERMA,0,0,,1,1,0,0,0,2.0,2,2,2,2,3,1,0,0,7,,0,0,0,,,,
Atkinson,Damon,GREEN,0,0,,1,0,0,0,0,2.0,3,2,2,2,1,1,0,0,6,,3,1,0,,,,
Krukkert,Kristina,ORANG,1,0,,1,0,0,0,0,1.0,1,1,1,2,1,1,0,0,4,,1,2,0,,,,
Staus,Alexander,BLACK,0,0,,1,0,0,0,0,1.0,0,1,1,4,1,0,0,0,2,,0,0,0,,,,
Noah Moser,Jules,GERMA,0,0,,1,0,0,0,0,2.1,4,3,3,3,4,1,0,1,10,,2,0,0,,,,
Espejo,Nacho,SPAIN,0,0,,1,1,0,0,0,3.0,1,4,4,4,4,1,0,0,9,,2,0,1,,,,
Araya,Camilo,ORANG,0,0,,1,0,0,0,0,0.2,2,1,1,0,0,0,0,0,3,,1,0,0,,,,
