Player,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADAIR
Jeret,UVV,5,11,6,3,2,0.818,0,0,0,,0,0
AGUILERA ZAYAS
Paris,RCH,24,26,25,0,1,0.962,0,0,0,,0,0
ANDRINGA
Nick,RCH,10,1,0,1,0,1.000,0,0,0,,0,0
ANGELA
Nelmerson,AMS,24,47,9,36,2,0.957,3,1,4,20.0,0,0
AUCOIN
Eddie,PIO,3,8,2,6,0,1.000,0,0,1,0.0,0,0
AUSSEMS
Jesse,RCH,35,136,50,78,8,0.941,10,0,0,,0,0
BAKKER
Kevin,NEP,21,12,4,7,1,0.917,0,0,0,,0,0
BAKKER
Sven,QUI,3,1,1,0,0,1.000,0,0,0,,0,0
BARRIENTO
Gustavo,QUI,2,2,1,0,1,0.500,0,0,0,,0,0
BEERMAN
Jamie,AMS,6,7,2,5,0,1.000,0,0,0,,0,0
BEKKER
Lucas,UVV,42,161,61,93,7,0.957,12,0,0,,0,0
BELJAARDS
Duncan,PIO,44,231,187,32,12,0.948,4,66,16,80.5,13,0
BENNETT
Michael,AMS,20,8,3,5,0,1.000,0,0,0,,0,0
BENTURA
Railison,TWI,53,164,54,96,14,0.915,9,0,0,,0,0
BERKEL
Kai,QUI,12,46,25,19,2,0.957,5,0,0,,0,0
BERKEL
Nathan,HCA,2,1,1,0,0,1.000,0,0,0,,0,0
BERKENBOSCH
Kenny,AMS,66,145,137,6,2,0.986,14,0,0,,0,0
BERNADINA
Rogear,NEP,54,58,54,3,1,0.983,1,0,0,,0,0
BING
Jelle,DKI,1,1,0,1,0,1.000,0,0,1,0.0,0,0
BLIJLEVEN
Mart,RCH,29,48,45,2,1,0.979,1,0,0,,0,0
BLOKKER
Finn,DKI,10,2,0,2,0,1.000,0,0,1,0.0,0,0
BONEVACIA
Arthur,NEP,61,222,213,5,4,0.982,12,0,0,,0,0
BOS
Thomas,DKI,26,108,58,47,3,0.972,12,0,0,,0,0
BOXELAAR
Nick,DKI,18,21,4,17,0,1.000,0,0,1,0.0,0,0
BREEK
Donny,DKI,10,2,1,1,0,1.000,0,0,0,,0,0
BROOKS
Denzel,RCH,41,143,44,87,12,0.916,3,0,0,,0,0
BULTHUIS
