Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ABATE,Brian,CER,88,6,11,1,1,0,0,14,0.125,0.159,0.238,0.397,13,0,39,1,0,5,2,2
ACCORSI,Luca,ATL,101,18,25,3,1,0,12,30,0.248,0.297,0.319,0.616,11,0,14,0,1,0,3,0
ACERBI,Edoardo,COL,4,0,1,0,0,0,0,1,0.250,0.250,0.250,0.500,0,0,3,0,0,0,0,0
ADORNI,Tommaso,CRO,97,17,26,3,1,1,23,34,0.268,0.351,0.365,0.716,16,0,26,1,2,0,4,1
AGOSTINELLO,Filippo,ROV,8,0,1,0,0,0,0,1,0.125,0.125,0.222,0.347,1,0,4,0,0,0,1,0
AGRETTI,Filippo,BOL,100,25,25,4,1,0,18,31,0.250,0.310,0.381,0.691,20,3,19,1,3,1,2,1
ALBERT,Shakir Achmed Girigorie,BBC,155,33,44,17,1,4,21,75,0.284,0.484,0.365,0.849,18,3,51,2,2,0,1,2
ALBINI,Stefano,RFA,64,15,13,3,0,0,4,16,0.203,0.250,0.469,0.719,31,1,30,3,0,2,1,0
ALFIERI,Leonardo,COL,94,17,29,4,3,0,11,39,0.309,0.415,0.398,0.813,13,3,25,0,3,1,6,3
ALFINITO MONTECCHI,Simone,CRO,109,22,33,8,1,1,26,46,0.303,0.422,0.368,0.790,11,2,28,2,3,2,2,1
ALIOTO,Giuseppe,TOR,10,0,0,0,0,0,1,0,0.000,0.000,0.154,0.154,1,1,6,0,1,0,0,0
ALLEGRI,Alessandro,OLT,9,3,2,0,0,0,2,2,0.222,0.222,0.417,0.639,3,0,3,0,0,0,0,0
ALLOISIO,Giovanni,BRE,84,8,17,0,0,0,4,17,0.202,0.202,0.330,0.532,15,1,31,2,0,1,2,2
AMBROSINO,Paolino Junior,BBC,50,11,18,5,0,1,9,26,0.360,0.520,0.493,1.013,13,2,11,0,2,1,0,0
AMORE,Gabriele,SET,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
ANDRES TURINO,Danny,CAG,139,35,56,12,4,1,23,79,0.403,0.568,0.488,1.056,20,4,16,0,1,1,11,2
ANGELONI,Niccolò,BRE,54,7,14,1,0,0,7,15,0.259,0.278,0.355,0.633,7,1,11,2,0,1,1,0
ANGIOI,Gabriele,CAG,114,34,43,4,6,2,27,65,0.377,0.570,0.500,1.070,18,10,10,1,0,0,14,1
ANGULO GAMEZ,Oscar David,RSM,166,39,60,17,4,3,43,94,0.361,0.566,0.471,1.037,34,5,22,6,5,0,5,1
ANNUNZIATA NINO,Andres Antonio,ACA,47,8,15,2,0,0,5,17,0.319,0.362,0.396,0.758,6,0,10,2,0,1,2,1
ANTONELLO,Andrea,DRA,9,0,0,0,0,0,0,0,0.000,0.000,0.100,0.100,1,0,6,0,0,0,0,0
ANZANEL,Nicola,CER,82,7,16,2,1,0,7,20,0.195,0.244,0.272,0.516,8,1,22,3,1,3,0,1
ARAMO,Simone,CAG,8,2,1,0,0,0,1,1,0.125,0.125,0.125,0.250,0,0,7,0,0,0,0,0
ARCILA GONZALEZ,Darwin Jose,BRE,117,12,25,7,1,0,12,34,0.214,0.291,0.321,0.612,16,3,25,4,1,0,5,4
ARMIGLIATI,Matteo,SEN,112,20,30,7,0,1,13,40,0.268,0.357,0.420,0.777,19,11,34,1,1,1,7,1
ARRAIS,Alessandro,CAG,34,3,3,1,0,0,5,4,0.088,0.118,0.238,0.356,5,2,20,0,1,0,0,0
ASTORRI,Cesare,PAR,176,30,57,13,3,3,47,85,0.324,0.483,0.367,0.850,13,2,39,5,5,1,2,3
ATTRITI,Filippo,GRO,9,0,2,0,0,0,2,2,0.222,0.222,0.300,0.522,1,0,4,0,0,0,0,0
BACCELLI,Marco,RIM,116,15,30,9,0,0,8,39,0.259,0.336,0.386,0.722,18,6,17,4,0,0,1,0
BACCI,Lorenzo,LON,66,11,19,1,3,0,6,26,0.288,0.394,0.434,0.828,15,2,20,0,0,1,1,1
BAEZ,Fernando,RSM,3,1,2,0,0,0,1,2,0.667,0.667,0.667,1.334,0,0,0,0,0,0,0,0
BAKKALI TAHIRI,Mohamed,MOD,51,8,7,0,0,0,6,7,0.137,0.137,0.262,0.399,8,1,17,2,1,0,4,0
BALDAZZI,Alessio,NET,43,6,5,0,0,0,2,5,0.116,0.116,0.269,0.385,6,3,25,0,0,0,0,2
BALDI,Michael,POV,26,1,0,0,0,0,1,0,0.000,0.000,0.129,0.129,3,1,20,0,1,0,0,0
BARAVALLE,Gianluca,SEN,65,2,10,0,0,0,4,10,0.154,0.154,0.191,0.345,3,0,22,1,0,0,0,1
