Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ADANK,Martin,NAM,1,0,4.50,3,1,0,0,0,6.0,4,3,3,5,3,0,0,0,19,0.211,0,3,0,0,0,9,3
ANTOINE,Louis,BRU,0,1,40.50,3,1,0,0,0,5.1,14,27,24,12,7,4,1,0,32,0.438,9,6,1,0,1,8,2
BARBIER,Ruben,MSG,3,0,5.63,3,3,0,0,0,8.0,4,7,5,17,7,2,0,0,25,0.160,4,0,0,0,0,9,1
BEGUIN,Thibaut,NAM,0,2,38.05,4,2,0,1,0,7.1,28,39,31,19,10,3,2,3,52,0.538,2,2,0,0,0,3,5
BELLIN,Melchior,MSG,3,1,37.32,6,5,0,1,0,11.1,25,50,47,39,11,1,3,0,56,0.446,9,9,3,0,0,9,9
BERARDOCCO,Alessandro,DEU,0,1,27.00,1,1,0,1,0,4.0,11,14,12,6,6,2,1,0,23,0.478,7,2,0,0,0,1,4
BHUIYAN,Kashsaf,BRU,0,0,81.00,2,0,0,0,0,0.1,1,3,3,1,0,1,0,0,3,0.333,1,0,0,0,0,1,1
BONTINCK,Jasper,ZOT,1,1,16.30,8,2,0,0,0,17.2,30,48,32,28,22,5,3,0,88,0.341,7,1,1,2,0,20,11
BOSMANS,Ben,ZON,0,0,18.00,1,0,0,0,0,1.0,1,2,2,2,4,0,0,0,5,0.200,0,0,0,0,0,0,0
BRAMS,Arne,LEU,1,5,33.75,6,6,0,0,0,16.0,53,78,60,35,15,14,0,1,102,0.520,24,8,0,3,1,15,13
BRISON,Joakim,NAM,0,1,50.14,3,1,0,0,0,2.1,6,14,13,10,3,2,0,0,14,0.429,2,1,0,0,0,3,1
BUSSELEN,Jona,ZOT,0,1,11.25,2,1,0,0,0,4.0,8,15,5,6,2,0,0,0,27,0.296,2,0,0,0,0,8,2
CADEDDU,Matteo,BRI,2,1,29.61,6,3,0,1,0,10.1,10,38,34,35,16,1,1,0,37,0.270,5,12,0,0,0,5,3
CEYSSENS,Colin,ZON,2,1,27.00,4,3,0,1,0,8.1,23,32,25,17,10,6,1,0,51,0.451,5,2,0,0,0,7,5
CHANG,Shu,BRU,1,1,20.25,2,2,0,0,0,4.0,5,10,9,8,6,0,0,0,18,0.278,0,2,0,0,0,3,4
CHEN,Pei-Jie,LEU,0,2,14.85,7,3,0,1,0,20.0,33,41,33,16,32,11,0,1,101,0.327,7,1,0,0,1,16,14
CLERBOIS,Theo,BRI,2,1,42.43,6,3,0,0,0,9.1,18,47,44,35,13,5,0,0,43,0.419,11,10,0,0,1,7,3
CLINCKART,Melvin,NAM,1,0,21.00,1,1,0,1,0,3.0,9,10,7,8,2,0,0,0,16,0.563,5,3,0,0,0,1,3
CLINCKART,Melvin,NAM,0,0,0.00,1,0,0,0,0,1.0,1,2,0,2,0,0,0,0,5,0.200,0,0,0,0,0,3,0
COLART,Victor,BIN,0,3,36.95,8,3,0,0,0,12.2,23,62,52,35,13,8,0,0,75,0.307,14,12,0,2,0,9,16
CONICKX,Pieter,MER,4,1,12.98,8,6,0,0,0,17.1,16,35,25,28,33,2,0,0,70,0.229,13,4,0,0,1,12,4
COOLS,Matthias,ANT,0,0,81.00,1,0,0,0,0,0.1,2,3,3,2,0,0,0,0,3,0.667,0,0,0,0,0,1,0
COOREVITS,Arnout,WIE,0,1,39.00,2,1,0,0,0,3.0,2,14,13,18,1,0,0,0,9,0.222,9,1,0,0,0,3,2
COSSE,Florian,NAM,11,0,10.76,11,11,0,5,0,47.2,63,67,57,37,56,7,2,1,201,0.313,2,18,0,0,0,28,38
COSSE,Florian,NAM,0,0,27.00,1,0,0,0,0,0.2,1,6,2,4,1,0,0,0,5,0.200,0,0,0,0,0,0,1
DE ARRIBA RODERO,Lucas,MER,1,0,5.14,1,1,0,1,0,7.0,3,4,4,6,16,0,0,0,23,0.130,0,2,0,0,0,4,0
DE COSTER,Finn,WBA,0,0,108.00,1,0,0,0,0,0.1,1,4,4,2,0,0,0,0,2,0.500,0,1,0,0,0,0,1
DE KAM,Robbe,DEU,3,0,3.07,4,3,0,2,1,14.2,9,8,5,9,25,1,0,0,54,0.167,5,0,0,0,1,11,7
DE LOCHT,Zjef,WBA,0,0,31.50,2,0,0,0,0,2.0,5,7,7,7,3,0,1,0,8,0.625,1,1,0,0,0,0,0
DE RYCK,Dries,HEI,0,0,2.25,1,0,0,0,0,4.0,3,2,1,3,5,0,0,0,16,0.188,2,1,0,0,0,5,1
DE RYCK,Laureis,GRE,6,1,5.26,8,8,0,2,0,37.2,30,31,22,25,74,8,1,0,149,0.201,13,4,0,0,0,30,6
