Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ALBERTELLI,Federico,LDC,10,4,4,1,0,0,2,5,0.400,0.500,0.455,0.955,1,0,4,0,0,0,0,0
ALMONTE,Edwin,EXA,35,9,5,0,0,0,3,5,0.143,0.143,0.286,0.429,4,3,8,0,0,0,4,0
ANDERSON,Bobby,LDC,9,2,4,0,0,0,1,4,0.444,0.444,0.545,0.989,2,0,1,0,0,0,0,0
APOSTOAEI,Andrei,SHB,50,10,16,3,0,2,8,25,0.320,0.500,0.393,0.893,5,1,2,0,0,0,2,0
APOSTOL,Jesus,EXA,41,14,17,1,1,0,9,20,0.415,0.488,0.500,0.988,5,3,9,0,1,0,9,1
ARMSTRONG,Luke,SHB,18,8,6,4,0,0,9,10,0.333,0.556,0.538,1.094,7,1,2,1,0,0,2,1
ATTWOOD,Ethan,LDC,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
AVILA,Elbis,SHB,14,7,3,1,0,1,5,7,0.214,0.500,0.455,0.955,7,0,2,1,1,0,1,0
BANAGALE,Michael,LDM,63,21,20,2,1,1,16,27,0.317,0.429,0.421,0.850,11,1,6,0,1,0,9,1
BANERJEE,Al,LBC,29,9,5,1,0,0,1,6,0.172,0.207,0.226,0.433,2,0,6,0,0,0,6,0
BARCO,Cesar,EXA,7,1,2,1,0,0,0,3,0.286,0.429,0.545,0.974,4,0,0,0,0,0,2,0
BATHO,Charlie,SHB,18,2,2,0,0,0,2,2,0.111,0.111,0.320,0.431,6,0,7,0,1,0,0,0
BAXTER,Dylan,LDM,18,8,3,1,0,1,2,7,0.167,0.389,0.400,0.789,6,1,3,0,0,0,2,1
BEDARD,David,LDC,36,6,5,1,1,0,10,8,0.139,0.222,0.238,0.460,5,0,4,1,1,0,2,0
BHANJI,ROSE,LDC,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
BUENO,Dany,EXA,26,6,9,1,0,0,7,10,0.346,0.385,0.414,0.799,2,1,4,1,0,0,4,0
CAMERON,Lee,LDC,8,1,2,0,0,0,0,2,0.250,0.250,0.250,0.500,0,0,4,0,0,0,0,0
CASAL,Carlos David,SHB,36,17,10,2,0,2,9,18,0.278,0.500,0.471,0.971,10,4,6,0,1,0,7,0
CEDEÑO,Leo,LDC,71,20,20,6,0,1,16,29,0.282,0.408,0.354,0.762,8,1,6,4,2,0,4,0
CHANDLER,Rory,LDM,67,30,31,3,0,4,27,46,0.463,0.687,0.526,1.213,9,1,8,0,1,0,11,0
CHIRA,Angel,LBC,47,21,17,8,0,1,15,28,0.362,0.596,0.552,1.148,14,6,17,0,0,0,12,1
CLAYTON,Will,LBC,30,4,8,0,0,0,5,8,0.267,0.267,0.290,0.557,1,0,6,0,0,0,2,0
COOK,Derrick,LDM,2,2,2,0,0,0,0,2,1.000,1.000,1.000,2.000,1,0,0,0,0,0,0,0
COSGROVE,Andy,LDM,75,33,28,10,0,2,25,44,0.373,0.587,0.529,1.116,18,8,7,0,1,0,19,1
CRAMMAN,Jonathon,LDM,2,0,0,0,0,0,0,0,0.000,0.000,0.333,0.333,1,0,1,0,0,0,0,0
DANIELIUS,Rokas,VET,41,7,10,3,1,1,5,18,0.244,0.439,0.279,0.718,2,0,17,0,0,0,10,0
DEACON,Alex,LBC,58,21,15,3,0,2,15,24,0.259,0.414,0.436,0.850,15,4,14,0,1,0,5,0
DEAN,Louis,LLC,48,10,10,1,0,0,3,11,0.208,0.229,0.283,0.512,5,0,18,0,0,2,5,0
DEERING,Ian,LDC,44,14,9,2,0,0,13,11,0.205,0.250,0.352,0.602,9,1,9,0,0,0,0,0
DEL ZOPPO,Grant,LDM,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
DIAZ,Gustavo,EXA,3,1,0,0,0,0,0,0,0.000,0.000,0.500,0.500,3,0,2,0,0,0,0,1
DIAZ,Juan,EXA,79,39,35,5,0,0,13,40,0.443,0.506,0.564,1.070,18,4,15,1,0,0,36,2
DIX,James,LDM,35,14,14,1,0,0,8,15,0.400,0.429,0.596,1.025,12,5,9,0,0,0,1,0
DODDS,Brian,SHB,38,4,9,1,0,0,5,10,0.237,0.263,0.286,0.549,2,1,16,0,1,0,1,0
DRAGUNAS,Tomas,VET,0,1,0,0,0,0,0,0,0.000,0.000,1.000,1.000,0,1,0,0,0,0,0,0
EDMONDS,Jordan,LDM,66,26,18,3,2,2,20,31,0.273,0.470,0.435,0.905,11,8,9,0,0,0,4,0
EFFINGHAM,Nick,LLC,16,2,1,0,0,0,0,1,0.063,0.063,0.375,0.438,6,2,14,0,0,0,1,0
ERICKSON,Jeff,LLC,29,8,6,2,0,1,6,11,0.207,0.379,0.324,0.703,4,1,11,0,0,0,6,0
ERSKINE,James,LDM,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
ESCALONA,Giovanni,EXA,57,14,18,5,0,0,17,23,0.316,0.404,0.409,0.813,9,0,8,1,0,0,10,2
FIGUEREO ALMONTE,Julio Cesar,LDC,81,27,30,4,0,5,26,49,0.370,0.605,0.441,1.046,9,2,6,1,1,0,2,0
FLAHERTY,Michael,LDM,14,7,8,4,0,0,7,12,0.571,0.857,0.667,1.524,1,3,0,0,0,0,2,0
FLAHERTY,Thomas,LDM,33,8,12,0,1,0,19,14,0.364,0.424,0.533,0.957,9,3,4,0,0,0,2,0
FRENCH,Tim,SHB,2,0,0,0,0,0,0,0,0.000,0.000,0.333,0.333,1,0,0,1,0,0,0,0
FROMETA,Luis,SHB,55,14,24,9,0,3,22,42,0.436,0.764,0.551,1.315,11,3,13,0,0,1,6,0
FURST,Matt,LLC,15,4,6,0,1,1,4,11,0.400,0.733,0.471,1.204,1,1,5,0,0,0,2,0
GARCIA RAMIREZ,Rafael Jose,LDC,56,13,23,3,0,1,19,29,0.411,0.518,0.477,0.995,4,4,3,0,1,0,1,1
GONZALEZ,Daniel,LBC,41,13,9,3,0,2,10,18,0.220,0.439,0.439,0.878,14,2,15,0,0,0,8,0
GONZALEZ,Diego,SHB,23,4,4,1,0,0,5,5,0.174,0.217,0.286,0.503,3,1,5,1,1,0,2,0
GONZALEZ,Jorge Luis,EXA,5,1,1,0,0,0,1,1,0.200,0.200,0.429,0.629,2,0,2,0,0,0,0,0
GRIFFIN,James,LBC,42,19,14,4,1,0,7,20,0.333,0.476,0.500,0.976,11,3,6,0,0,0,19,0
GROCOTT,Jordan,SHB,52,20,23,4,1,1,11,32,0.442,0.615,0.567,1.182,12,3,12,0,0,0,12,0
HALL,Shannon,VET,25,8,5,1,0,0,3,6,0.200,0.240,0.432,0.672,6,5,7,0,1,0,4,1
HARRIS,Troy,LLC,29,6,4,2,0,0,2,6,0.138,0.207,0.242,0.449,4,0,11,0,0,0,3,0
HASHIGUCHI,Masa,LDC,9,4,2,0,0,0,3,2,0.222,0.222,0.500,0.722,6,0,2,0,1,0,4,0
HICHE,Cris,LBC,65,21,20,6,2,2,20,36,0.308,0.554,0.438,0.992,13,2,17,0,0,0,12,0
HILL,Alfie,LBC,24,5,7,2,0,0,5,9,0.292,0.375,0.469,0.844,6,2,9,0,0,0,4,0
HODGKINS,Laurence,EXA,18,5,4,1,0,0,3,5,0.222,0.278,0.300,0.578,2,0,7,0,0,0,4,0
HORWOOD,Kaden,LLC,27,9,5,0,0,0,5,5,0.185,0.185,0.476,0.661,12,3,10,0,0,0,8,0
HURTADO,Ambiorix,EXA,52,16,15,2,0,0,6,17,0.288,0.327,0.393,0.720,7,2,7,0,0,0,11,0
ISHIHARA,Tasuku,LBC,40,7,17,1,0,0,4,18,0.425,0.450,0.531,0.981,9,0,9,0,0,0,12,1
JAKUTIS,Evaldas,VET,36,5,8,2,0,0,5,10,0.222,0.278,0.282,0.560,3,0,8,0,0,0,3,0
JANULEVICIUS,Giedrius,VET,56,11,9,4,1,0,6,15,0.161,0.268,0.288,0.556,6,4,20,0,0,0,6,0
JELLOIAN,Alexander,VET,15,12,10,0,3,0,4,16,0.667,1.067,0.783,1.850,4,4,0,0,0,0,6,0
JONES,Josh,LLC,41,4,8,1,0,0,3,9,0.195,0.220,0.283,0.503,3,2,22,0,0,0,0,0
KATINAS,Vilmantas,VET,64,21,19,5,0,0,10,24,0.297,0.375,0.430,0.805,13,2,13,1,0,0,20,0
KELLY,Jonny,SHB,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
LAU,Tsz Chin,SHB,12,3,2,0,0,0,0,2,0.167,0.167,0.500,0.667,8,0,3,0,0,0,2,0
LAWN,Spencer,SHB,44,7,12,2,0,0,7,14,0.273,0.318,0.289,0.607,1,0,11,0,0,0,4,0
LORENZO,Arley,EXA,78,30,33,8,0,0,22,41,0.423,0.526,0.521,1.047,11,6,9,0,1,0,23,0
MADDOX,Grant,LDC,26,7,4,1,0,0,6,5,0.154,0.192,0.353,0.545,7,1,8,1,0,0,0,0
MAGEE,Brenden,LDM,7,4,3,0,0,0,3,3,0.429,0.429,0.375,0.804,0,0,1,0,1,0,0,0
MANOFF,Max,LLC,38,5,7,1,0,0,2,8,0.184,0.211,0.262,0.473,4,0,10,1,0,0,5,0
MARCAL,Ben,LDC,3,1,0,0,0,0,1,0,0.000,0.000,0.400,0.400,2,0,1,0,0,0,0,0
MARTE BATISTA,Kendry,EXA,55,28,22,5,1,1,13,32,0.400,0.582,0.529,1.111,11,4,10,0,0,0,27,2
MARTIN,Luke,SHB,36,8,12,1,0,0,5,13,0.333,0.361,0.455,0.816,5,3,16,0,0,0,11,0
MARTINEZ,Franklin,EXA,72,23,29,6,0,3,21,44,0.403,0.611,0.527,1.138,19,0,13,0,0,0,11,1
MARUYAMA,Tomoya,LLC,15,5,4,0,0,0,2,4,0.267,0.267,0.421,0.688,3,1,5,0,0,0,1,0
MAUERER,Jonathan,LDM,10,1,3,1,0,0,2,4,0.300,0.400,0.417,0.817,2,0,4,0,0,0,0,0
MCCARTHY,Jack,LBC,49,16,20,5,1,1,14,30,0.408,0.612,0.464,1.076,4,2,12,0,1,0,9,0
MESSER,Christopher,LDM,5,1,2,0,0,0,1,2,0.400,0.400,0.400,0.800,0,0,0,0,0,0,0,0
MILAN,Carlos,VET,27,7,8,1,0,0,5,9,0.296,0.333,0.457,0.790,7,1,6,0,0,0,5,1
MINAC,Marcelin,VET,7,0,1,0,0,0,0,1,0.143,0.143,0.143,0.286,0,0,4,0,0,0,0,0
MINFORD,Rich,LDM,87,22,35,3,0,1,24,41,0.402,0.471,0.454,0.925,9,5,6,2,7,0,0,0
MOLINA,Sebastian,LLC,9,0,1,0,0,0,1,1,0.111,0.111,0.200,0.311,0,1,3,0,0,0,0,0
MORA,Yanuel,EXA,5,1,2,1,0,0,0,3,0.400,0.600,0.400,1.000,0,0,2,0,0,0,0,0
MORAN,Daniel,LBC,45,5,9,4,0,0,12,13,0.200,0.289,0.302,0.591,5,2,9,1,1,0,2,0
MORAN,Matt,LBC,45,9,10,2,0,0,10,12,0.222,0.267,0.345,0.612,7,2,15,1,1,0,3,0
MORETA,Domarkis,VET,53,12,12,0,1,1,6,17,0.226,0.321,0.369,0.690,12,0,15,0,0,0,16,2
MORRIS,Ben,LBC,56,26,23,6,2,0,13,33,0.411,0.589,0.547,1.136,14,4,7,0,1,0,17,0
MORUZZI,Ben,LLC,22,0,2,1,0,0,2,3,0.091,0.136,0.200,0.336,2,1,13,0,0,0,0,0
MOSIER,Fred,LDM,7,4,4,0,0,2,5,10,0.571,1.429,0.625,2.054,1,0,1,0,0,0,0,0
NAKAZAWA,Cole,LBC,37,6,8,0,0,0,5,8,0.216,0.216,0.237,0.453,1,0,6,0,0,0,1,0
NAKAZAWA,Leo,LBC,7,0,1,0,0,0,2,1,0.143,0.143,0.143,0.286,0,0,3,0,0,0,0,0
NEYHUS,George,LLC,26,2,3,1,1,0,3,6,0.115,0.231,0.273,0.504,4,2,7,0,1,0,1,0
NG,Don,LLC,44,4,7,1,0,0,3,8,0.159,0.182,0.275,0.457,3,4,16,0,0,0,1,0
NOVAS,Yonathan,EXA,64,15,13,1,1,1,13,19,0.203,0.297,0.320,0.617,10,1,18,0,0,0,6,0
PATERSON,Alexander,LLC,37,7,5,0,0,0,2,5,0.135,0.135,0.429,0.564,17,2,15,0,0,0,0,0
PEARCE,Aidan,LDM,5,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
PEREZ PATRICIO,Angel Apolinar,EXA,60,22,26,9,2,5,24,54,0.433,0.900,0.500,1.400,6,6,5,0,4,0,6,0
PEREZ PATRICIO,Angel Apolinar,LDC,15,7,5,2,0,0,1,7,0.333,0.467,0.500,0.967,4,1,3,0,0,0,0,0
PEREZ,Aneudy,EXA,55,15,12,0,1,2,15,20,0.218,0.364,0.429,0.793,16,5,16,0,1,0,18,1
PEREZ,Mauro,EXA,27,10,7,1,0,1,7,11,0.259,0.407,0.394,0.801,5,1,12,0,0,0,9,0
PORRAS,Wilson,EXA,4,1,1,0,0,0,1,1,0.250,0.250,0.400,0.650,1,0,2,0,0,0,3,0
POWER,Brendan,LDM,88,29,29,4,1,3,24,44,0.330,0.500,0.440,0.940,14,5,7,1,2,0,8,4
PRITCHARD,Jono,SHB,7,0,0,0,0,0,0,0,0.000,0.000,0.125,0.125,1,0,7,0,0,0,0,0
PUIU,Sorin,VET,8,5,0,0,0,0,2,0,0.000,0.000,0.333,0.333,4,0,2,0,0,0,2,0
QUIXLEY,Harry,LLC,38,9,6,0,0,0,2,6,0.158,0.158,0.396,0.554,12,3,21,0,0,0,8,0
RANDALL,Kyle,LDC,61,22,19,3,0,2,10,28,0.311,0.459,0.419,0.878,7,5,9,1,1,0,5,0
RATCLIFF,Jamie,SHB,22,10,5,0,1,0,4,7,0.227,0.318,0.400,0.718,7,0,4,0,1,0,2,0
RATKEVICIUS,Viktoras,VET,75,20,27,5,0,2,20,38,0.360,0.507,0.448,0.955,11,1,9,0,0,0,22,1
READ,Sam,SHB,19,2,3,0,1,0,5,5,0.158,0.263,0.333,0.596,4,1,10,0,0,0,1,0
RODRIGUES,Gabriel,LBC,5,3,2,0,0,0,2,2,0.400,0.400,0.571,0.971,2,0,3,0,0,0,0,0
RODRIGUEZ,Jonathan,LLC,20,4,6,1,0,0,3,7,0.300,0.350,0.391,0.741,3,0,2,0,0,0,0,0
RODRIGUEZ,Miguel,LBC,15,5,5,2,0,0,3,7,0.333,0.467,0.450,0.917,3,1,3,0,1,0,3,0
RUBY,Bryan,LDM,3,1,2,2,0,0,3,4,0.667,1.333,0.750,2.083,1,0,1,0,0,0,0,0
RUEDA,Mario,EXA,8,3,4,1,0,0,1,5,0.500,0.625,0.500,1.125,0,0,1,0,0,0,0,0
SARAKOJIS,Tadas,VET,62,21,12,1,0,0,3,13,0.194,0.210,0.342,0.552,14,0,7,0,0,0,6,1
SECAREANU,SECA,EXA,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
SHEPPARD,Gordon,LDC,32,9,13,2,0,0,9,15,0.406,0.469,0.524,0.993,6,3,4,0,1,0,1,0
SHINKAWA,Tez,LLC,31,2,3,0,0,0,4,3,0.097,0.097,0.216,0.313,4,1,9,0,1,0,3,0
SILVA BRAUCCI,Joseph Andres,EXA,12,3,2,0,0,0,1,2,0.167,0.167,0.231,0.398,0,1,6,0,0,0,0,0
SIMMONS,Nathan,LBC,44,18,14,4,2,0,9,22,0.318,0.500,0.500,1.000,13,3,9,0,0,0,9,0
SIRGEDAS,Matas,VET,6,0,1,0,0,0,0,1,0.167,0.167,0.167,0.334,0,0,1,0,0,0,2,0
SOBUE,Amane,LDC,12,4,4,3,0,0,4,7,0.333,0.583,0.429,1.012,1,1,2,1,0,0,2,0
