Player,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ANDERSEN
Oscar,CHI,5,1,2,0,0,0,2,2,0.400,0.400,0.400,0.800,0,0,1,0,0,0,0,0
ARGUINZONES OCANTO
Johiner Alfonso,DEU,11,3,3,0,0,1,2,6,0.273,0.545,0.333,0.878,0,1,5,0,0,1,1,0
BALLARDINI
Lino,HOB,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
BANK
Dominik,DEU,16,4,5,0,1,2,3,13,0.313,0.813,0.353,1.166,1,0,3,0,0,1,0,0
BUERMS
Lieven,HOB,45,4,8,2,0,0,8,10,0.178,0.222,0.229,0.451,3,0,10,0,0,0,1,0
CASTRO
Juan Diego,CHI,35,5,11,1,0,3,14,21,0.314,0.600,0.385,0.985,3,1,2,1,0,1,1,0
CECH
Jan,DEU,5,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,3,0,0,0,0,0
CELIE
Kenny,HOB,47,12,18,0,2,0,5,22,0.383,0.468,0.444,0.912,6,0,8,0,1,0,3,0
CHAIBUB CORONEL
Tony Alberto,DEU,32,10,14,3,2,1,12,24,0.438,0.750,0.486,1.236,4,0,4,0,1,0,0,0
CLAES
Wesley,CHI,21,6,5,2,0,0,1,7,0.238,0.333,0.304,0.637,2,0,5,0,0,0,0,0
COPPENS
Jan,GRE,4,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,4,0,0,0,0,0
COPPENS
Tom,GRE,32,3,4,0,0,0,2,4,0.125,0.125,0.200,0.325,2,1,17,0,0,0,0,0
DAELMAN
Jorne,GRE,32,2,8,2,0,0,3,10,0.250,0.313,0.351,0.664,5,0,10,2,0,0,0,0
DE BENS
Joran,DEU,15,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,8,0,0,0,0,0
DE CLOEDT
Jelle,CHI,37,9,5,1,1,0,3,8,0.135,0.216,0.200,0.416,3,0,20,0,0,1,0,0
DE COCK
Dirk,CHI,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,1,0,0,0,0,0,0,0
DE QUINT
Dennis,HOB,32,15,15,4,0,6,17,37,0.469,1.156,0.528,1.684,3,1,7,0,0,0,0,0
DE TELDER
Tony,DEU,21,5,5,0,0,0,1,5,0.238,0.238,0.360,0.598,4,0,10,0,0,0,1,0
DE VRIENDT
Morris,DEU,39,13,12,5,0,1,7,20,0.308,0.513,0.438,0.951,8,1,4,0,0,0,2,0
DE VRIENDT
Nick,DEU,39,9,10,0,1,1,3,15,0.256,0.385,0.370,0.755,5,2,6,0,0,0,2,0
DEGROOTE
Ivan,HOB,42,11,15,1,0,0,13,16,0.357,0.381,0.451,0.832,8,0,12,0,1,1,0,0
DESMEDT
Kevin,HOB,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
DURAN GARCIA
Johnathan,GRE,25,4,8,1,0,0,4,9,0.320,0.360,0.346,0.706,1,0,4,0,0,0,0,0
EERDEKENS
Axl,GRE,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
GAROLI
Juan Cruz,CHI,23,15,12,4,0,5,16,31,0.522,1.348,0.588,1.936,8,0,4,0,3,0,1,0
GONTIER
Yannick,DEU,14,1,2,1,0,0,3,3,0.143,0.214,0.278,0.492,2,1,7,0,1,1,0,0
GUERRA ARTEAGA
Juan Carlos,DEU,19,5,7,1,0,1,9,11,0.368,0.579,0.400,0.979,1,0,5,2,0,0,0,0
HELLEMANS
Erik,GRE,10,0,0,0,0,0,0,0,0.000,0.000,0.091,0.091,1,0,4,0,0,0,0,0
JANSSEN
Drew,CHI,19,12,7,0,0,4,12,19,0.368,1.000,0.556,1.556,6,2,4,0,0,0,3,0
JANSSEN
Tom,CHI,49,13,14,0,1,1,9,19,0.286,0.388,0.379,0.767,8,0,19,0,1,0,0,0
JANSSENS
Wesley,HOB,51,20,28,6,0,4,17,46,0.549,0.902,0.589,1.491,5,0,6,0,0,0,1,1
JASPE AQUILAR
Néstor Adolfo,DEU,23,2,6,2,0,0,1,8,0.261,0.348,0.292,0.640,1,0,11,0,0,0,0,1
JETMAR
Ales,DEU,3,0,1,0,0,0,0,1,0.333,0.333,0.333,0.666,0,0,0,0,0,0,0,0
KOBLIZEK
Filip,CHI,2,0,0,0,0,0,0,0,0.000,0.000,0.333,0.333,1,0,1,0,0,0,0,0
KORTLEVEN
Rudi,CHI,11,2,1,0,0,0,1,1,0.091,0.091,0.167,0.258,1,0,5,1,0,0,0,0
LAMBEAU
Alain,HOB,40,6,9,1,0,0,5,10,0.225,0.250,0.311,0.561,4,1,15,0,0,0,0,0
LANOOTE
Jasper,HOB,7,0,3,0,0,0,3,3,0.429,0.429,0.429,0.858,0,0,1,0,0,0,0,0
LEYS
Michael,DEU,23,0,3,0,0,0,0,3,0.130,0.130,0.167,0.297,1,0,9,0,0,0,0,0
LIU
Sky,GRE,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
LORRENTOP
Lucas,HOB,2,0,1,0,0,0,0,1,0.500,0.500,0.500,1.000,0,0,1,0,0,0,0,0
MARQUEZ
