Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ABRY,Yves,ANT,9,2,3,0,0,1,1,6,0.333,0.667,0.400,1.067,1,0,5,0,0,0,0,1
ADAMS,Dave,DEU,17,6,6,1,0,0,3,7,0.353,0.412,0.500,0.912,3,2,4,0,0,0,1,0
AELBRECHT,Nick,DEU,21,13,8,3,1,0,4,13,0.381,0.619,0.500,1.119,5,0,4,0,0,0,8,0
ALLAERTS,Peter,ANT,5,1,2,0,0,0,1,2,0.400,0.400,0.500,0.900,0,1,1,0,0,0,0,0
AUDENAERT,Sven,CHI,10,3,1,0,0,0,0,1,0.100,0.100,0.250,0.350,0,2,4,0,0,0,1,0
BARBIER,Jasper,CHI,12,0,0,0,0,0,0,0,0.000,0.000,0.250,0.250,4,0,11,0,0,0,2,1
BLAINE,ALLISON,TBS,20,12,14,5,1,0,10,21,0.700,1.050,0.739,1.789,3,0,3,0,0,0,3,1
BOLJAU,Jonas,CHI,10,2,2,0,0,0,2,2,0.200,0.200,0.273,0.473,1,0,4,0,0,0,0,0
BUONSENSO,Antonella,ANT,7,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,4,0,0,0,0,0
BUTS,Dean,DEU,10,3,4,1,0,1,3,8,0.400,0.800,0.400,1.200,0,0,0,0,0,0,0,0
CEDEÑO,Aquiles,TBS,15,6,8,4,0,0,4,12,0.533,0.800,0.529,1.329,1,0,1,0,1,0,5,0
CLAES,Wesley,CHI,30,15,22,7,1,1,19,34,0.733,1.133,0.789,1.922,8,0,0,0,0,0,12,0
CLOOTS,Marco,CHI,28,5,10,1,0,0,4,11,0.357,0.393,0.471,0.864,6,0,3,0,0,0,3,1
CONNOLLY,David-Matthew,TBS,3,2,2,1,0,0,2,3,0.667,1.000,0.750,1.750,1,0,1,0,0,0,1,0
COPPENS,Danny,GRE,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
COPPENS,Jan,GRE,13,2,3,0,1,0,5,5,0.231,0.385,0.286,0.671,1,0,1,0,0,0,0,0
COPPENS,Tom,GRE,42,20,22,6,2,1,19,35,0.524,0.833,0.592,1.425,5,2,10,0,0,0,9,1
DAELMAN,Jorne,GRE,25,13,11,3,2,0,9,18,0.440,0.720,0.500,1.220,2,2,2,0,1,0,1,1
DANDRIDGE,Arthur,BRU,25,10,10,1,0,3,5,20,0.400,0.800,0.516,1.316,5,1,7,0,0,0,3,0
DE CLOEDT,Jelle,CHI,32,12,19,1,4,2,12,34,0.594,1.063,0.639,1.702,4,0,4,0,0,0,8,0
DE KAM,Robbe,DEU,4,2,3,2,0,0,2,5,0.750,1.250,0.800,2.050,1,0,0,0,0,0,1,0
DE RYCK,Ben,BRU,23,7,5,0,2,0,4,9,0.217,0.391,0.406,0.797,7,1,10,0,1,0,9,0
DE WOLF,Arno,ANT,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
DE WOLF,Nigel,ANT,13,4,5,0,1,0,4,7,0.385,0.538,0.467,1.005,0,2,7,0,0,0,3,0
DELARUELLE,Kenneth,DEU,24,13,10,2,4,0,8,20,0.417,0.833,0.533,1.366,6,0,2,0,0,0,5,0
DHUYVETTER,Mike,CHI,1,2,0,0,0,0,0,0,0.000,0.000,0.667,0.667,2,0,1,0,0,0,0,0
DIELEN,Lennert,ANT,4,1,2,1,0,0,1,3,0.500,0.750,0.600,1.350,1,0,1,0,0,0,0,0
DIELEN,Steve,ANT,6,1,2,0,1,0,0,4,0.333,0.667,0.333,1.000,0,0,2,0,0,0,0,0
DURAN GARCIA,Johnathan,GRE,3,3,3,0,0,0,3,3,1.000,1.000,1.000,2.000,0,0,0,0,0,0,2,0
EELEN,Lars,TBS,11,1,0,0,0,0,1,0,0.000,0.000,0.154,0.154,2,0,7,0,0,0,0,0
EERDEKENS,Axl,GRE,6,2,0,0,0,0,2,0,0.000,0.000,0.400,0.400,4,0,1,0,0,0,1,0
FREITEZ,Jhoanderson,TBS,11,9,7,1,2,3,14,21,0.636,1.909,0.643,2.552,2,0,2,0,1,0,2,0
GEBRUERS,Jan,TBS,14,4,1,0,0,0,2,1,0.071,0.071,0.188,0.259,1,1,4,0,0,0,1,0
GELDOF,Dean,ANT,13,10,8,1,0,2,2,15,0.615,1.154,0.706,1.860,2,2,0,0,0,0,7,0
GELDOF,Vincent,ANT,14,3,5,2,0,1,6,10,0.357,0.714,0.400,1.114,1,0,2,0,0,0,0,0
GODEFROI,Christophe,BRU,22,4,3,0,0,0,2,3,0.136,0.136,0.240,0.376,2,1,2,0,0,0,3,0
GOOS,Yannick,GRE,1,3,0,0,0,0,1,0,0.000,0.000,0.800,0.800,3,1,1,0,0,0,0,0
GRANT,Sandy,BRU,13,4,2,0,0,0,1,2,0.154,0.154,0.421,0.575,4,2,5,0,0,0,2,0
GUERRA ARTEAGA,Juan Carlos,DEU,5,2,2,0,0,1,2,5,0.400,1.000,0.625,1.625,3,0,1,0,0,0,0,0
HABRAKEN,Steff,TBS,21,4,7,1,0,0,4,8,0.333,0.381,0.333,0.714,0,0,4,0,0,0,3,0
HAJJI,Hinde,BRU,4,3,2,0,0,0,1,2,0.500,0.500,0.714,1.214,3,0,1,0,0,0,1,0
HASHIMOTO,Shigetoshi,BRU,20,7,8,3,0,0,13,11,0.400,0.550,0.600,1.150,8,2,1,0,0,0,4,0
HELLEMANS,Erik,GRE,21,6,6,0,0,0,3,6,0.286,0.286,0.483,0.769,5,3,2,0,0,0,2,1
HENS,Nick,CHI,11,3,3,1,0,0,1,4,0.273,0.364,0.529,0.893,6,0,8,0,0,0,0,0
HERMANS,Jef,TBS,10,5,2,1,0,1,8,6,0.200,0.600,0.429,1.029,4,0,2,0,0,0,0,0
HEYKERS,Lars,ANT,7,3,3,0,0,1,4,6,0.429,0.857,0.600,1.457,2,1,3,0,0,0,1,0
IGUCHI,Akinori,BRU,24,6,8,0,0,0,7,8,0.333,0.333,0.393,0.726,3,0,4,0,1,0,2,0
IMHOF,Thomas,TBS,17,8,4,0,1,1,5,9,0.235,0.529,0.381,0.910,4,0,7,1,0,0,0,0
JACOBS,Stefan,DEU,3,2,2,0,0,0,3,2,0.667,0.667,0.750,1.417,1,0,0,0,0,0,1,0
JANSSEN,Tom,CHI,23,4,1,0,0,0,2,1,0.043,0.043,0.241,0.284,6,0,15,0,0,0,2,2
JERUSALEM,Sven,DEU,14,4,3,1,1,0,9,6,0.214,0.429,0.421,0.850,5,0,1,0,0,0,0,0
JOHNNY,Pineda,DEU,16,5,6,1,1,0,5,9,0.375,0.563,0.444,1.007,2,0,4,0,0,0,4,0
