Player,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ALZINGER
Richard,VM,26,48,43,4,1,0.979,0,0,0,,0,0
AMON
Florian,DD,17,1,1,0,0,1.000,0,0,0,,0,0
ASTNER
Felix,DD,29,60,58,0,2,0.967,0,0,0,,0,0
BOATENG
Mike,DOI,7,9,5,3,1,0.889,1,4,0,100.0,2,0
BRAUNER
Jacob,DD,20,7,6,1,0,1.000,0,0,0,,0,0
BRENNER
Phillip,GH,11,36,27,5,4,0.889,4,5,1,83.3,3,0
BRENNER
Phillip,BB,10,43,34,5,4,0.907,4,0,0,,0,0
BÖHLER
Hubert,HB,30,141,113,24,4,0.972,4,16,0,100.0,4,0
CAMPREGHER
Pascal,HB,19,52,47,3,2,0.962,1,0,0,,0,0
CARSON
Clayton,HB,24,100,28,66,6,0.940,9,0,0,,0,0
CHRISTOF
Benedict,BB,19,144,124,17,3,0.979,7,17,5,77.3,5,0
CHRISTOF
Sebastian,BB,16,107,103,3,1,0.991,5,0,0,,0,0
CLAUSS
Eric,GH,11,79,69,8,2,0.975,0,31,1,96.9,6,0
CLAUSS
Jacob,GH,19,75,17,51,7,0.907,6,0,0,,0,0
DE LEON MOREL
Braudy,BB,9,27,11,15,1,0.963,1,0,0,,0,0
DITTRICH
Felix,VM,22,29,11,14,4,0.862,0,0,0,,0,0
DORFFNER
David,VM,4,10,10,0,0,1.000,1,0,0,,0,0
DUENAS
Omar,VM,17,13,1,11,1,0.923,0,0,0,,0,0
ECKEL
Philipp,GH,23,77,17,45,15,0.805,4,0,0,,0,0
EISENHELD
David,BB,5,1,0,0,1,0.000,0,0,0,,0,0
ELLENBOGEN
Jonathan,VW,13,27,9,17,1,0.963,3,0,0,,0,0
FALBACHER
Fabian,BB,8,12,10,2,0,1.000,0,0,0,,0,0
FAULHABER
Julian,DD,30,183,169,11,3,0.984,14,0,0,,0,0
FERAK JR.
Peter,VM,20,74,67,5,2,0.973,3,9,1,90.0,0,0
FRIAS
Erwin,HB,12,58,52,5,1,0.983,5,0,0,,0,0
FRÖHLICH
Niklas,GH,19,142,133,8,1,0.993,10,0,0,,0,0
GOJKOVIĆ
Kruno,DOI,33,152,102,45,5,0.967,6,7,2,77.8,2,0
GUTHRIE
Roman,BB,27,72,57,13,2,0.972,1,20,6,76.9,1,0
HACKL
Mo,VM,47,151,51,84,16,0.894,14,0,0,,0,0
HACKL
Samuel,VM,34,182,161,18,3,0.984,13,5,3,62.5,0,0
HALPER
Lennard,VW,13,6,2,4,0,1.000,1,2,0,100.0,0,0
HILLIARD
Alexander,VM,6,22,9,10,3,0.864,2,0,0,,0,0
HIRNSCHAL
Fabian,VW,25,91,36,50,5,0.945,9,0,0,,0,0
HORNFISCHER
Henry Hutchins,DD,3,1,0,0,1,0.000,0,0,0,,0,0
HOSCHER
Christoph,VW,21,116,76,38,2,0.983,12,13,2,86.7,0,0
HOWARD
Pearce,HB,26,63,59,3,1,0.984,0,0,0,,0,0
INMANN
Lukas,VW,10,14,3,9,2,0.857,0,2,0,100.0,0,0
JENKINS
Cole,VM,28,25,20,5,0,1.000,0,4,1,80.0,0,0
JENSEN
Matthew,BB,28,98,40,49,9,0.908,12,0,0,,0,0
JÄGER
Marcel,DOI,24,75,26,40,9,0.880,8,0,0,,0,0
JÄGER
Michael,DOI,27,138,119,16,3,0.978,1,14,5,73.7,5,0
KAWANISHI
Dan,VW,24,138,52,75,11,0.920,17,0,0,,0,0
KIENBERGER
Alexander,DD,20,35,29,3,3,0.914,1,1,0,100.0,0,0
KIRBY
Joe,HB,6,21,11,10,0,1.000,2,0,0,,0,0
KOLLER
Michael,GH,17,11,6,5,0,1.000,0,0,0,,0,0
KRESKA
Elias,DD,32,236,205,25,6,0.975,3,33,5,86.8,6,0
KRESKA
Jonas,DD,22,64,27,32,5,0.922,9,0,0,,0,0
KÜNG
