Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ALZINGER,Richard,VM,109,37,37,8,0,7,29,66,0.339,0.606,0.479,1.085,22,8,12,3,1,1,2,0
AMON,Florian,DD,59,13,16,2,0,0,14,18,0.271,0.305,0.449,0.754,17,2,20,1,0,0,1,0
ASTNER,Felix,DD,88,30,27,4,0,0,18,31,0.307,0.352,0.394,0.746,10,4,19,1,2,2,4,0
BECK,Luca,FC,3,0,1,0,0,0,0,1,0.333,0.333,0.333,0.666,0,0,1,0,0,0,0,0
BERNACKI,Christoph,GH,5,0,0,0,0,0,1,0,0.000,0.000,0.286,0.286,1,1,3,1,0,0,0,0
BICKEL,Lukas,FC,64,18,30,1,0,8,21,55,0.469,0.859,0.595,1.454,17,3,8,0,0,0,1,0
BICKEL,Moritz,FC,100,11,21,3,0,0,7,24,0.210,0.240,0.288,0.528,7,4,24,0,0,0,10,0
BOATENG,Mike,DI,73,13,8,1,0,0,3,9,0.110,0.123,0.301,0.424,15,5,23,0,0,0,2,0
BRANDT,David,AA,121,49,53,12,2,6,26,87,0.438,0.719,0.554,1.273,29,5,16,0,2,1,37,1
BRAUN,Johannes,FC,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
BRAUNER,Jacob,DD,33,5,2,0,0,0,4,2,0.061,0.061,0.184,0.245,2,3,16,0,0,1,0,0
BREITENFELDER,Ian,FC,48,2,4,1,0,0,2,5,0.083,0.104,0.154,0.258,3,1,28,0,0,1,1,0
BRENNER,Phillip,GH,118,31,34,8,0,8,27,66,0.288,0.559,0.370,0.929,14,2,27,1,1,0,10,1
BROWN,Casey,BB,54,14,27,6,0,1,16,36,0.500,0.667,0.571,1.238,9,0,4,1,0,0,1,0
BURNS,Parker,AA,16,3,3,2,0,0,2,5,0.188,0.313,0.235,0.548,1,0,10,1,0,0,0,0
BURNSIDE,Ryan Gordon Lund,DD,79,21,33,5,1,4,28,52,0.418,0.658,0.525,1.183,20,0,9,0,2,0,1,0
BÖHLER,Hubert,HB,83,5,17,2,0,0,10,19,0.205,0.229,0.333,0.562,2,15,28,1,2,1,0,2
BÜSCHER,Lucas,FC,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
CAMPREGHER,Pascal,HB,48,3,9,0,0,0,5,9,0.188,0.188,0.316,0.504,6,3,16,1,0,1,1,1
CARSON,Clayton Reese,HB,113,27,36,7,0,4,24,55,0.319,0.487,0.422,0.909,20,1,9,1,1,1,8,0
CASTILLO,Kervin,GH,4,0,1,0,0,0,0,1,0.250,0.250,0.400,0.650,1,0,3,0,0,0,0,0
CHRISTOF,Benedict,BB,75,16,14,4,0,0,8,18,0.187,0.240,0.380,0.620,19,5,23,1,1,0,3,0
CHRISTOF,Sebastian,BB,63,6,16,6,0,1,15,25,0.254,0.397,0.310,0.707,5,1,16,1,2,1,0,0
CLAUSS,Jacob,GH,48,5,12,1,1,0,5,15,0.250,0.313,0.362,0.675,8,1,11,0,1,1,3,2
DE LEON MOREL,Braudy,BB,15,5,5,1,0,1,4,9,0.333,0.600,0.474,1.074,4,0,3,1,0,0,0,0
DESPARS,Christopher,VM,1,1,1,0,0,0,0,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,0,0
DIESNER,Michael,GH,50,10,8,0,0,0,5,8,0.160,0.160,0.250,0.410,4,2,21,0,0,0,2,0
DITTRICH,Felix,VM,66,6,16,4,0,0,3,20,0.242,0.303,0.315,0.618,7,0,21,0,0,0,0,0
DORFFNER,David,VM,48,10,12,2,0,0,9,14,0.250,0.292,0.383,0.675,8,3,7,0,1,0,0,0
DUENAS HIDALGO,Omar Luis,AA,37,8,8,1,0,0,3,9,0.216,0.243,0.383,0.626,10,0,12,2,0,0,1,0
ECKEL,Philipp,GH,98,33,35,4,1,5,17,56,0.357,0.571,0.500,1.071,23,5,21,2,0,0,6,1
EISENHELD,David,BB,6,0,1,0,0,0,4,1,0.167,0.167,0.286,0.453,0,1,3,0,0,0,0,0
FALBACHER,Fabian,BB,66,12,16,3,0,0,14,19,0.242,0.288,0.354,0.642,10,2,15,1,1,0,3,3
FAULHABER,Julian,DD,117,24,40,6,3,6,32,70,0.342,0.598,0.435,1.033,15,5,26,1,1,2,6,1
FERAK JR.,Peter,VM,117,18,32,5,0,1,17,40,0.274,0.342,0.412,0.754,26,3,24,1,2,0,1,0
FRICK,Maria,FC,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
FRÖHLICH,Niklas,GH,42,5,14,4,0,0,7,18,0.333,0.429,0.383,0.812,3,1,8,1,1,0,0,0
GLASSEN,Marvin-Sebastian,HB,33,1,2,0,0,0,2,2,0.061,0.061,0.139,0.200,2,1,20,0,0,1,0,0
GOHM,Pascal,FC,47,4,5,2,0,1,5,10,0.106,0.213,0.160,0.373,3,0,28,0,0,1,0,0
GOHM,Sebastian,FC,45,3,2,0,0,0,3,2,0.044,0.044,0.173,0.217,6,1,29,0,0,2,0,0
GOJKOVIĆ,Kruno,DI,152,54,53,10,1,2,23,71,0.349,0.467,0.474,0.941,28,9,19,2,1,0,15,1
GRUBER,Andre,AA,96,11,15,0,0,0,10,15,0.156,0.156,0.336,0.492,24,3,35,1,2,5,2,0
GRUBER,Martin,AA,110,19,26,6,0,0,12,32,0.236,0.291,0.387,0.678,19,8,27,1,0,6,11,3
GRUBER,Tim,BB,46,12,8,0,0,0,6,8,0.174,0.174,0.406,0.580,16,2,25,0,0,0,1,1
HACKL,Mo,VM,144,36,34,4,4,7,31,67,0.236,0.465,0.378,0.843,27,7,30,1,2,1,3,1
HACKL,Sammy,AA,128,40,48,9,1,12,53,95,0.375,0.742,0.449,1.191,19,3,23,0,6,0,20,1
HALPER,Lennard,VW,24,5,3,1,0,0,2,4,0.125,0.167,0.313,0.480,7,0,13,0,1,0,2,0
HAMILTON,Dustin Jeffrey,VM,76,15,22,4,0,0,16,26,0.289,0.342,0.368,0.710,9,1,13,1,1,2,0,0
HEINZLE,Levin,FC,61,6,9,0,0,0,6,9,0.148,0.148,0.278,0.426,10,1,13,1,0,0,3,1
HILLIARD,Alexander,VM,45,7,12,2,0,0,8,14,0.267,0.311,0.400,0.711,9,1,5,0,0,0,2,1
HIRNSCHAL,Fabian,VW,142,23,32,3,0,0,23,35,0.225,0.246,0.309,0.555,15,3,18,1,2,2,0,0
HOFFMANN,Jan,DD,5,0,0,0,0,0,0,0,0.000,0.000,0.167,0.167,0,1,3,0,0,0,0,0
HOLDHAUS,Luca,DD,13,4,3,1,0,0,4,4,0.231,0.308,0.375,0.683,3,0,7,0,0,0,1,1
HOLT,Zachary Noah Tate,HB,108,26,39,9,0,9,31,75,0.361,0.694,0.485,1.179,20,7,18,1,1,0,3,1
HOLZINGER,Raphael,AA,71,8,9,0,0,0,6,9,0.127,0.127,0.287,0.414,15,1,37,1,0,4,0,1
HOSCHER,Christoph,VW,160,26,46,3,0,0,29,49,0.288,0.306,0.393,0.699,26,3,19,3,2,1,6,0
INMANN,Lukas,VW,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,1,0,0,0,0,0,0,0
JENSEN,James,AA,91,14,29,7,0,1,19,39,0.319,0.429,0.407,0.836,13,2,12,2,2,0,11,2
JENSEN,Matthew Neil,BB,77,23,27,5,0,4,21,44,0.351,0.571,0.479,1.050,12,7,8,1,0,0,3,1
JOHNSTONE,Michael,VM,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,0,1,0,0,0,0,0,0
JÄGER,Marcel,DI,98,8,17,1,0,0,20,18,0.173,0.184,0.252,0.436,7,4,18,1,2,0,5,1
JÄGER,Michael,DI,112,18,21,0,1,0,20,23,0.188,0.205,0.301,0.506,17,2,31,3,2,1,0,0
KANAI,Hokuto,HB,34,4,8,0,0,0,1,8,0.235,0.235,0.257,0.492,1,0,9,0,0,0,0,0
KAWANISHI,Dan,VW,88,26,20,3,0,1,3,26,0.227,0.295,0.419,0.714,28,1,23,0,0,0,14,1
KIEFER,Tobias,GH,76,14,26,2,1,3,16,39,0.342,0.513,0.363,0.876,3,0,11,0,1,0,2,0
